STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00014971,1908-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",14.2,Z,14.2,",Z",9,",Z",2,",Z",0,",Z",0,",Z",0,",Z",0,",Z",5,",Z",0,",Z",12,",Z",0,",Z",,,,,19080402,",,Z",19080430,"+,,Z",19080427,"+,,Z",,,19080417,",,Z",19080420,"+,,Z",-8.3,",Z,02,",0,",,Z,30,+",0,",T,Z,27,+",14.2,",,Z,17,",29.4,",Z,20,+",2952,Z,194.2,",Z",32.7,",,,Z",,,0,",T,,Z",12.33,",Z",19.22,",,,Z",5.44,",,,Z",,,,,,,,,,
USW00014971,1908-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",47.3,Z,33.1,",Z",18,",Z",9,",Z",0,",Z",0,",Z",0,",Z",0,",Z",1,",Z",0,",Z",19,",Z",0,",Z",,,,,19080502,",,Z",19080531,"+,,Z",19080531,"+,,Z",,,19080524,",,Z",19080516,",,Z",-2.2,",Z,02,",0,",,Z,31,+",0,",,Z,31,+",20.1,",,Z,24,",31.7,",Z,16,",3064.9,Z,112.9,",Z",135.9,",,,Z",,,0,",,,Z",15.76,",Z",21.47,",,,Z",10.05,",,,Z",,,,,,,,,,
USW00014971,1908-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",140.6,Z,93.3,",Z",19,",Z",14,",Z",4,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",24,",Z",2,",Z",,,,,19080615,"+,,Z",19080630,"+,,Z",19080630,"+,,Z",,,19080605,",,Z",19080622,",,Z",10,",Z,15,+",0,",,Z,30,+",0,",,Z,30,+",46.2,",,Z,05,",32.8,",Z,22,",3085,Z,20.1,",Z",285.9,",,,Z",,,0,",,,Z",20.77,",Z",25.88,",,,Z",15.66,",,,Z",,,,,,,,,,
USW00014971,1908-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",300.9,Z,160.3,",Z",11,",Z",6,",Z",4,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",29,",Z",11,",Z",,,,,19080730,",,Z",19080731,"+,,Z",19080731,"+,,Z",,,19080706,",,Z",19080729,"+,,Z",9.4,",Z,30,",0,",,Z,31,+",0,",,Z,31,+",66.3,",,Z,06,",34.4,",Z,29,+",8,Z,8,",Z",205.5,",,,Z",,,0,",,,Z",23.24,",Z",29.02,",,,Z",17.46,",,,Z",,,,,,,,,,
USW00014971,1908-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",441.1,Z,140.2,",Z",11,",Z",6,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",8,",Z",,,,,19080809,",,Z",19080831,"+,,Z",19080831,"+,,Z",,,19080826,",,Z",19080803,",,Z",9.4,",Z,09,",0,",,Z,31,+",0,",,Z,31,+",24.6,",,Z,26,",35.6,",Z,03,",12.7,Z,4.7,",Z",72.2,",,,Z",,,0,",,,Z",22.7,",Z",28.68,",,,Z",16.73,",,,Z",,,,,,,,,,
USW00014971,1908-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",578.3,Z,137.2,",Z",3,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",26,",Z",11,",Z",,,,,19080929,",,Z",19080930,"+,,Z",19080930,"+,,Z",,,19080925,",,Z",19080905,",,Z",0.6,",Z,29,",0,",,Z,30,+",0,",,Z,30,+",12.7,",,Z,25,",36.7,",Z,05,",53.3,Z,40.6,",Z",13.5,",,,Z",,,0,",,,Z",21.55,",Z",28.95,",,,Z",14.16,",,,Z",,,,,,,,,,
USW00014971,1908-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",594.7,Z,16.4,",Z",8,",Z",5,",Z",0,",Z",0,",Z",0,",Z",0,",Z",3,",Z",0,",Z",10,",Z",0,",Z",,,,,19081030,",,Z",19081031,"+,,Z",19081024,"+,,Z",,,19081005,",,Z",19081014,",,Z",-1.7,",Z,30,",0,",,Z,31,+",0,",T,Z,24,+",22.6,",,Z,05,",30,",Z,14,",278.6,Z,225.3,",Z",59.7,",,,Z",,,0,",T,,Z",11.6,",Z",17.01,",,,Z",6.18,",,,Z",,,,,,,,,,
USW00014971,1908-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",594.7,Z,0,",Z",4,",Z",2,",Z",0,",Z",1,",Z",1,",Z",0,",Z",18,",Z",2,",Z",2,",Z",0,",Z",,,,,19081130,",,Z",19081125,",,Z",19081125,",,Z",,,19081125,",,Z",19081118,",,Z",-11.1,",Z,30,",25,",,Z,25,",38,",,Z,25,",11.4,",,Z,25,",25.6,",Z,18,",671.4,Z,392.8,",Z",18.3,",,,Z",,,41,",,,Z",5.24,",Z",11.43,",,,Z",-0.95,",,,Z",,,,,,,,,,
USW00014971,1908-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",594.7,Z,0,",Z",1,",Z",1,",Z",0,",Z",2,",Z",1,",Z",1,",Z",30,",Z",7,",Z",0,",Z",0,",Z",,,,,19081207,",,Z",19081207,"+,,Z",19081206,",,Z",,,19081205,",,Z",19081226,",,Z",-17.8,",Z,07,",25,",,Z,07,+",25,",,Z,06,",4.1,",,Z,05,",17.8,",Z,26,",1245.4,Z,574,",Z",4.1,",,,Z",,,25,",,,Z",-0.18,",Z",5.26,",,,Z",-5.63,",,,Z",,,,,,,,,,
USW00014971,1909-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",4,",Z",3,",Z",0,",Z",17,",Z",3,",Z",7,",Z",29,",Z",18,",Z",0,",Z",0,",Z",,,,,19090106,",,Z",19090130,"+,,Z",19090106,",,Z",,,19090128,",,Z",19090103,",,Z",-25.6,",Z,06,",76,",,Z,30,+",51,",,Z,06,",15,",,Z,28,",17.2,",Z,03,",1963.6,Z,718.2,",Z",21.6,",,,Z",,,133,",,,Z",-4.84,",Z",0.38,",,,Z",-10.05,",,,Z",,,,,,,,,,
USW00014971,1909-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",6,",Z",3,",Z",0,",Z",4,",Z",2,",Z",3,",Z",27,",Z",6,",Z",0,",Z",0,",Z",,,,,19090215,",,Z",19090215,"+,,Z",19090209,",,Z",,,19090222,",,Z",19090203,",,Z",-21.1,",Z,15,",25,",,Z,15,+",28,",,Z,09,",18.3,",,Z,22,",19.4,",Z,03,",2489.3,Z,525.7,",Z",28.7,",,,Z",,,69,",,,Z",-0.44,",Z",6.06,",,,Z",-6.94,",,,Z",,,,,,,,,,
USW00014971,1909-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",9,",Z",4,",Z",0,",Z",3,",Z",2,",Z",0,",Z",27,",Z",3,",Z",1,",Z",0,",Z",,,,,19090317,"+,,Z",19090309,",,Z",19090309,",,Z",,,19090331,",,Z",19090323,",,Z",-8.9,",Z,17,+",51,",,Z,09,",51,",,Z,09,",6.1,",,Z,31,",21.7,",Z,23,",2979.8,Z,490.5,",Z",24.2,",,,Z",,,115,",,,Z",2.51,",Z",8.18,",,,Z",-3.16,",,,Z",,,,,,,,,,
USW00014971,1909-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",2,Z,2,",Z",12,",Z",5,",Z",0,",Z",0,",Z",0,",Z",0,",Z",16,",Z",0,",Z",7,",Z",0,",Z",,,,,19090408,",,Z",19090430,"+,,Z",19090430,"+,,Z",,,19090406,",,Z",19090428,"+,,Z",-5,",Z,08,",0,",,Z,30,+",0,",T,Z,30,+",6.9,",,Z,06,",30.6,",Z,28,+",3292.7,Z,312.9,",Z",27.6,",,,Z",,,0,",T,,Z",7.97,",Z",14.83,",,,Z",1.11,",,,Z",,,,,,,,,,
USW00014971,1909-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",15.6,Z,13.6,",Z",12,",Z",8,",Z",1,",Z",0,",Z",0,",Z",0,",Z",3,",Z",0,",Z",19,",Z",1,",Z",,,,,19090501,",,Z",19090531,"+,,Z",19090501,",,Z",,,19090514,",,Z",19090505,",,Z",-3.9,",Z,01,",0,",,Z,31,+",0,",T,Z,01,",66.8,",,Z,14,",36.1,",Z,05,",3385.7,Z,93,",Z",143,",,,Z",,,0,",T,,Z",15.77,",Z",22.55,",,,Z",8.99,",,,Z",,,,,,,,,,
USW00014971,1909-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",126.2,Z,110.6,",Z",10,",Z",6,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",28,",Z",5,",Z",,,,,19090615,",,Z",19090630,"+,,Z",19090630,"+,,Z",,,19090606,",,Z",19090626,"+,,Z",10.6,",Z,15,",0,",,Z,30,+",0,",,Z,30,+",26.4,",,Z,06,",33.3,",Z,26,+",3391.6,Z,5.9,",Z",78.4,",,,Z",,,0,",,,Z",21.82,",Z",27.22,",,,Z",16.43,",,,Z",,,,,,,,,,
USW00014971,1909-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",319.7,Z,193.5,",Z",8,",Z",8,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",11,",Z",,,,,19090724,"+,,Z",19090731,"+,,Z",19090731,"+,,Z",,,19090704,",,Z",19090702,",,Z",12.8,",Z,24,+",0,",,Z,31,+",0,",,Z,31,+",62,",,Z,04,",35.6,",Z,02,",0,Z,0,",Z",123.7,",,,Z",,,0,",,,Z",24.58,",Z",30.12,",,,Z",19.03,",,,Z",,,,,,,,,,
USW00014971,1909-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",580.9,Z,261.2,",Z",3,",Z",2,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",21,",Z",,,,,19090829,",,Z",19090831,"+,,Z",19090831,"+,,Z",,,19090803,",,Z",19090816,",,Z",8.3,",Z,29,",0,",,Z,31,+",0,",,Z,31,+",27.9,",,Z,03,",39.4,",Z,16,",1.1,Z,1.1,",Z",31.5,",,,Z",,,0,",,,Z",26.72,",Z",33.41,",,,Z",20.04,",,,Z",,,,,,,,,,
USW00014971,1909-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",637,Z,56.1,",Z",15,",Z",8,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",25,",Z",2,",Z",,,,,19090924,",,Z",19090930,"+,,Z",19090930,"+,,Z",,,19090906,",,Z",19090911,",,Z",5,",Z,24,",0,",,Z,30,+",0,",,Z,30,+",41.9,",,Z,06,",35.6,",Z,11,",37.1,Z,36,",Z",119.1,",,,Z",,,0,",,,Z",19,",Z",25.25,",,,Z",12.75,",,,Z",,,,,,,,,,
USW00014971,1909-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",665.3,Z,28.3,",Z",7,",Z",3,",Z",1,",Z",0,",Z",0,",Z",0,",Z",6,",Z",0,",Z",11,",Z",2,",Z",,,,,19091012,",,Z",19091031,"+,,Z",19091011,",,Z",,,19091031,",,Z",19091003,",,Z",-6.1,",Z,12,",0,",,Z,31,+",0,",T,Z,11,",27.4,",,Z,31,",32.8,",Z,03,",256.6,Z,219.5,",Z",38,",,,Z",,,0,",T,,Z",12.16,",Z",18.91,",,,Z",5.42,",,,Z",,,,,,,,,,
USW00014971,1909-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",665.3,Z,0,",Z",13,",Z",8,",Z",3,",Z",2,",Z",3,",Z",0,",Z",12,",Z",4,",Z",5,",Z",0,",Z",,,,,19091118,",,Z",19091122,"+,,Z",19091112,",,Z",,,19091112,",,Z",19091104,",,Z",-9.4,",Z,18,",25,",,Z,22,+",64,",,Z,12,",61.5,",,Z,12,",26.7,",Z,04,",602.3,Z,345.7,",Z",181.5,",,,Z",,,150,",,,Z",6.81,",Z",12.06,",,,Z",1.56,",,,Z",,,,,,,,,,
USW00014971,1909-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",665.3,Z,0,",Z",14,",Z",5,",Z",1,",Z",29,",Z",7,",Z",9,",Z",29,",Z",25,",Z",0,",Z",0,",Z",,,,,19091219,"+,,Z",19091206,",,Z",19091203,",,Z",,,19091201,",,Z",19091201,",,Z",-24.4,",Z,19,+",279,",,Z,06,",109,",,Z,03,",28.4,",,Z,01,",9.4,",Z,01,",1460.2,Z,857.9,",Z",65.8,",,,Z",,,506,",,,Z",-9.34,",Z",-5.27,",,,Z",-13.41,",,,Z",,,,,,,,,,
USW00014971,1910-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",4,",Z",2,",Z",0,",Z",26,",Z",2,",Z",5,",Z",31,",Z",14,",Z",0,",Z",0,",Z",,,,,19100105,",,Z",19100104,",,Z",19100103,",,Z",,,19100112,",,Z",19100125,",,Z",-25,",Z,05,",254,",,Z,04,",170,",,Z,03,",12.4,",,Z,12,",7.8,",Z,25,",2202.6,Z,742.4,",Z",19.5,",,,Z",,,261,",,,Z",-5.61,",Z",-1.18,",,,Z",-10.05,",,,Z",,,,,,,,,,
USW00014971,1910-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",1,",Z",1,",Z",0,",Z",5,",Z",1,",Z",5,",Z",27,",Z",10,",Z",0,",Z",0,",Z",,,,,19100223,"+,,Z",19100220,",,Z",19100220,",,Z",,,19100220,",,Z",19100214,",,Z",-21.7,",Z,23,+",76,",,Z,20,",69,",,Z,20,",4.6,",,Z,20,",14.4,",Z,14,",2837.1,Z,634.5,",Z",4.6,",,,Z",,,69,",,,Z",-4.33,",Z",1.63,",,,Z",-10.28,",,,Z",,,,,,,,,,
USW00014971,1910-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",11.9,Z,11.9,",Z",1,",Z",1,",Z",0,",Z",0,",Z",1,",Z",0,",Z",12,",Z",0,",Z",17,",Z",1,",Z",,,,,19100315,",,Z",19100309,",,Z",19100309,",,Z",,,19100309,",,Z",19100322,",,Z",-2.2,",Z,15,",0,",T,Z,09,",25,",,Z,09,",2.5,",,Z,09,",32.2,",Z,22,",3048.9,Z,211.8,",Z",2.5,",,,Z",,,25,",,,Z",11.89,",Z",20.2,",,,Z",3.57,",,,Z",,,,,,,,,,
USW00014971,1910-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",30,Z,18.1,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",6,",Z",0,",Z",18,",Z",1,",Z",,,,,19100417,",,Z",19100417,"+,,Z",19100417,",,Z",,,19100417,",,Z",19100428,",,Z",-2.2,",Z,17,",0,",T,Z,17,+",8,",,Z,17,",0.5,",,Z,17,",36.1,",Z,28,",3219.8,Z,170.9,",Z",0.5,",,,Z",,,8,",,,Z",13.24,",Z",20.6,",,,Z",5.88,",,,Z",,,,,,,,,,
USW00014971,1910-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",33.6,Z,3.6,"2,Z",12,",Z",9,",Z",0,",Z",0,",Z",0,",Z",0,"2,Z",1,"2,Z",0,",Z",14,",Z",0,",Z",,,,,19100503,",2,Z",19100531,"+,,Z",19100531,"+,,Z",,,19100505,",,Z",19100510,",,Z",0,"2,Z,03,",0,",,Z,31,+",0,",,Z,31,+",24.1,",,Z,05,",27.8,",Z,10,",3349.8,Z,130,",Z",91.6,",,,Z",,,0,",,,Z",14.08,"2,Z",19.86,",,,Z",8.29,"2,,,Z",,,,,,,,,,
USW00014971,1910-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",166.8,Z,133.2,",Z",4,",Z",3,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",27,",Z",12,",Z",,,,,19100605,",,Z",19100630,"+,,Z",19100630,"+,,Z",,,19100608,",,Z",19100618,",,Z",7.8,",Z,05,",0,",,Z,30,+",0,",,Z,30,+",25.4,",,Z,08,",35,",Z,18,",3367.3,Z,17.5,",Z",38.4,",,,Z",,,0,",,,Z",22.19,",Z",28.45,",,,Z",15.93,",,,Z",,,,,,,,,,
USW00014971,1910-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",371.8,Z,205,",Z",8,",Z",3,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",17,",Z",,,,,19100713,",,Z",19100731,"+,,Z",19100731,"+,,Z",,,19100707,",,Z",19100727,",,Z",12.2,",Z,13,",0,",,Z,31,+",0,",,Z,31,+",57.4,",,Z,07,",41.1,",Z,27,",0.3,Z,0.3,",Z",77.2,",,,Z",,,0,",,,Z",24.94,",Z",32.08,",,,Z",17.79,",,,Z",,,,,,,,,,
USW00014971,1910-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",524.8,Z,153,",Z",10,",Z",8,",Z",5,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",29,",Z",9,",Z",,,,,19100826,",,Z",19100831,"+,,Z",19100831,"+,,Z",,,19100829,",,Z",19100822,",,Z",8.9,",Z,26,",0,",,Z,31,+",0,",,Z,31,+",138.4,",,Z,29,",36.7,",Z,22,",6.7,Z,6.4,",Z",355,",,,Z",,,0,",,,Z",23.06,",Z",29.2,",,,Z",16.92,",,,Z",,,,,,,,,,
USW00014971,1910-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",591.4,Z,66.6,",Z",9,",Z",5,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",24,",Z",2,",Z",,,,,19100927,",,Z",19100930,"+,,Z",19100930,"+,,Z",,,19100923,",,Z",19100917,",,Z",3.9,",Z,27,",0,",,Z,30,+",0,",,Z,30,+",92.2,",,Z,23,",33.3,",Z,17,",46.3,Z,39.6,",Z",128.7,",,,Z",,,0,",,,Z",19.23,",Z",24.88,",,,Z",13.59,",,,Z",,,,,,,,,,
USW00014971,1910-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",617.9,Z,26.5,",Z",4,",Z",2,",Z",1,",Z",0,",Z",0,",Z",0,",Z",3,",Z",0,",Z",21,",Z",0,",Z",,,,,19101028,",,Z",19101031,"+,,Z",19101027,",,Z",,,19101003,",,Z",19101002,",,Z",-3.3,",Z,28,",0,",,Z,31,+",0,",T,Z,27,",26.4,",,Z,03,",31.1,",Z,02,",189.6,Z,143.3,",Z",30.8,",,,Z",,,0,",T,,Z",14.56,",Z",21.36,",,,Z",7.77,",,,Z",,,,,,,,,,
USW00014971,1910-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",617.9,Z,0,",Z",4,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",23,",Z",2,",Z",2,",Z",0,",Z",,,,,19101130,",,Z",19101130,"+,,Z",19101129,",,Z",,,19101120,"+,,Z",19101108,",,Z",-7.8,",Z,30,",0,",,Z,30,+",8,",,Z,29,",0.8,",,Z,20,+",24.4,",Z,08,",623.5,Z,433.9,",Z",2.6,",,,Z",,,8,",,,Z",3.87,",Z",10.33,",,,Z",-2.59,",,,Z",,,,,,,,,,
USW00014971,1910-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",617.9,Z,0,",Z",4,",Z",2,",Z",0,",Z",14,",Z",3,",Z",0,",Z",31,",Z",12,",Z",0,",Z",0,",Z",,,,,19101224,",,Z",19101205,",,Z",19101204,",,Z",,,19101204,",,Z",19101226,",,Z",-13.9,",Z,24,",152,",,Z,05,",102,",,Z,04,",7.4,",,Z,04,",9.4,",Z,26,",1272.8,Z,649.3,",Z",14.5,",,,Z",,,206,",,,Z",-2.61,",Z",1.47,",,,Z",-6.69,",,,Z",,,,,,,,,,
USW00014971,1911-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",1,",Z",1,",Z",0,",Z",4,",Z",1,",Z",5,",Z",29,",Z",12,",Z",0,",Z",0,",Z",,,,,19110103,",,Z",19110103,"+,,Z",19110101,",,Z",,,19110101,",,Z",19110129,",,Z",-26.7,",Z,03,",76,",,Z,03,+",71,",,Z,01,",4.6,",,Z,01,",17.8,",Z,29,",1933.3,Z,660.5,",Z",4.6,",,,Z",,,74,",,,Z",-2.97,",Z",2.51,",,,Z",-8.45,",,,Z",,,,,,,,,,
USW00014971,1911-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",5,",Z",4,",Z",0,",Z",2,",Z",1,",Z",0,",Z",23,",Z",7,",Z",0,",Z",0,",Z",,,,,19110221,",,Z",19110206,"+,,Z",19110205,",,Z",,,19110216,",,Z",19110212,",,Z",-15.6,",Z,21,",25,",,Z,06,+",25,",,Z,05,",18.5,",,Z,16,",18.3,",Z,12,",2463.1,Z,529.8,",Z",51,",,,Z",,,25,",,,Z",-0.59,",Z",4.21,",,,Z",-5.39,",,,Z",,,,,,,,,,
USW00014971,1911-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",5,",Z",2,",Z",0,",Z",0,",Z",0,",Z",0,",Z",19,",Z",0,",Z",5,",Z",0,",Z",,,,,19110301,",,Z",19110328,",,Z",19110328,",,Z",,,19110306,",,Z",19110320,",,Z",-7.8,",Z,01,",0,",T,Z,28,",13,",,Z,28,",3.6,",,Z,06,",25.6,",Z,20,",2840.4,Z,377.3,",Z",10.9,",,,Z",,,16,",,,Z",6.16,",Z",13.38,",,,Z",-1.05,",,,Z",,,,,,,,,,
USW00014971,1911-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0.3,Z,0.3,",Z",14,",Z",4,",Z",1,",Z",0,",Z",1,",Z",0,",Z",8,",Z",0,",Z",7,",Z",0,",Z",,,,,19110408,"+,,Z",19110430,"+,,Z",19110401,",,Z",,,19110428,",,Z",19110412,",,Z",-1.7,",Z,08,+",0,",,Z,30,+",38,",,Z,01,",37.6,",,Z,28,",27.8,",Z,12,",3074.1,Z,233.7,",Z",65.2,",,,Z",,,38,",,,Z",10.56,",Z",17.31,",,,Z",3.8,",,,Z",,,,,,,,,,
USW00014971,1911-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",87.2,Z,86.9,",Z",11,",Z",8,",Z",1,",Z",0,",Z",0,",Z",0,",Z",2,",Z",0,",Z",22,",Z",6,",Z",,,,,19110502,",,Z",19110531,"+,,Z",19110501,",,Z",,,19110521,",,Z",19110525,"+,,Z",-0.6,",Z,02,",0,",,Z,31,+",0,",T,Z,01,",27.2,",,Z,21,",34.4,",Z,25,+",3155.3,Z,81.2,",Z",100.5,",,,Z",,,0,",T,,Z",18.52,",Z",24.67,",,,Z",12.36,",,,Z",,,,,,,,,,
USW00014971,1911-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",315.3,Z,228.1,",Z",6,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",30,",Z",18,",Z",,,,,19110613,",,Z",19110630,"+,,Z",19110630,"+,,Z",,,19110607,",,Z",19110629,"+,,Z",12.8,",Z,13,",0,",,Z,30,+",0,",,Z,30,+",11.4,",,Z,07,",39.4,",Z,29,+",3155.3,Z,0,",Z",14.3,",,,Z",,,0,",,,Z",25.94,",Z",33.39,",,,Z",18.48,",,,Z",,,,,,,,,,
USW00014971,1911-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",545.2,Z,229.9,",Z",5,",Z",3,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",17,",Z",,,,,19110725,"+,,Z",19110731,"+,,Z",19110731,"+,,Z",,,19110709,",,Z",19110705,",,Z",11.1,",Z,25,+",0,",,Z,31,+",0,",,Z,31,+",20.8,",,Z,09,",43.3,",Z,05,",1.4,Z,1.4,",Z",46.5,",,,Z",,,0,",,,Z",25.7,",Z",32.84,",,,Z",18.56,",,,Z",,,,,,,,,,
USW00014971,1911-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",722.3,Z,177.1,",Z",11,",Z",6,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",11,",Z",,,,,19110828,",,Z",19110831,"+,,Z",19110831,"+,,Z",,,19110817,",,Z",19110815,",,Z",7.2,",Z,28,",0,",,Z,31,+",0,",,Z,31,+",58.7,",,Z,17,",39.4,",Z,15,",10.8,Z,9.4,",Z",114.9,",,,Z",,,0,",,,Z",23.74,",Z",30.59,",,,Z",16.89,",,,Z",,,,,,,,,,
USW00014971,1911-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",834.7,Z,112.4,",Z",8,",Z",7,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",23,",Z",7,",Z",,,,,19110919,",,Z",19110930,"+,,Z",19110930,"+,,Z",,,19110910,",,Z",19110901,",,Z",6.1,",Z,19,",0,",,Z,30,+",0,",,Z,30,+",38.9,",,Z,10,",36.1,",Z,01,",44.6,Z,33.8,",Z",123,",,,Z",,,0,",,,Z",20.95,",Z",26.74,",,,Z",15.16,",,,Z",,,,,,,,,,
