"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024028","1938-07","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","257.3","6","162.1",",6","9",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","","","","","19380707",",,6","","","","","","","19380716",",,6","19380731",",,6","10.6",",6,07,","","","","","38.1",",,6,16,","39.4",",6,31,","0.0","6","0.0",",6","64.5",",,,6","","","","","","","","","23.56",",6","32.35",",,,6","14.77",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1938-08","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","432.3","6","175.0",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","","","19380821","+,,6","","","","","","","19380809",",,6","19380823","+,,6","10.0",",6,21,+","","","","","8.1",",,6,09,","40.0",",6,23,+","0.5","6","0.5",",6","17.5",",,,6","","","","","","","","","23.96",",6","33.64",",,,6","14.28",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1938-09","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","471.5","6","39.2","1,6","10",",6","4",",6","1",",6","","","","","0",",6","0",",6","0","1,6","25","1,6","7","1,6","","","","","19380919",",,6","","","","","","","19380902",",,6","19380929","+,1,6","2.8",",6,19,","","","","","57.9",",,6,02,","33.3","1,6,29,+","31.7","6","31.2","1,6","80.6",",,,6","","","","","","","","","18.56","1,6","27.31","1,,,6","9.80",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1938-10","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","475.1","6","3.6",",6","2",",6","1",",6","0",",6","","","","","0",",6","10",",6","0",",6","22",",6","0",",6","","","","","19381023",",,6","","","","","","","19381006",",,6","19381001",",,6","-8.3",",6,23,","","","","","6.1",",,6,06,","31.1",",6,01,","205.3","6","173.6",",6","6.9",",,,6","","","","","","","","","12.85",",6","22.19",",,,6","3.50",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1938-11","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","475.1","6","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","25",",6","2",",6","0",",6","0",",6","","","","","19381124",",,6","","","19381102",",,6","","","19381102",",,6","19381120","+,,6","-16.7",",6,24,","","","0",",T,6,02,","19.8",",,6,02,","17.2",",6,20,+","683.6","6","478.3",",6","23.8",",,,6","","","","","","","0",",T,,6","2.39",",6","9.49",",,,6","-4.71",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1938-12","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","475.1","6","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","4",",6","29",",6","2",",6","0",",6","0",",6","","","","","19381227","+,,6","","","19381211",",,6","","","19381211",",,6","19381209",",,6","-20.0",",6,27,+","","","46",",,6,11,","4.3",",,6,11,","15.0",",6,09,","1271.8","6","588.2",",6","4.3",",,,6","","","","","","","46",",,,6","-0.64",",6","6.53",",,,6","-7.81",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-01","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0",",6","3","5,6","2","5,6","0","5,6","","","0",",6","0",",6","28",",6","2",",6","0",",6","0",",6","","","","","19390122","+,,6","","","19390109",",,6","","","19390109",",5,6","19390101",",,6","-13.9",",6,22,+","","","5",",,6,09,","8.9","5,,6,09,","17.8",",6,01,","1822.9","6","551.1",",6","12.8","5,,,6","","","","","","","5",",,,6","0.55",",6","6.92",",,,6","-5.81",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-02","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","1,6","5",",6","4",",6","0",",6","","","3","1,6","6",",6","28",",6","8","1,6","0","1,6","0","1,6","","","","","19390210","+,,6","","","19390216","+,1,6","","","19390224","+,,6","19390212",",1,6","-23.9",",6,10,+","","","102","1,,6,16,+","8.1",",,6,24,+","12.8","1,6,12,","2454.3","6","631.4","1,6","27.8",",,,6","","","","","","","260","1,,,6","-5.05","1,6","2.57","1,,,6","-12.68",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-03","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","1,6","5",",6","3",",6","0",",6","","","3",",6","0","1,6","24","1,6","2",",6","7",",6","0",",6","","","","","19390301",",1,6","","","19390327",",,6","","","19390327",",,6","19390323",",,6","-13.9","1,6,01,","","","89",",,6,27,","8.9",",,6,27,","26.1",",6,23,","2847.2","6","392.9",",6","20.1",",,,6","","","","","","","209",",,,6","4.99","1,6","13.46",",,,6","-3.48","1,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-04","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.6","6","0.6","1,6","4",",6","2",",6","0",",6","","","1",",6","0","1,6","11","1,6","0",",6","13",",6","0",",6","","","","","19390406",",1,6","","","19390411",",,6","","","19390411",",,6","19390430",",,6","-11.1","1,6,06,","","","25",",,6,11,","2.8",",,6,11,","31.7",",6,30,","3088.7","6","241.5",",6","8.9",",,,6","","","","","","","25",",,,6","9.77","1,6","18.59",",,,6","0.96","1,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-05","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","37.0","6","36.4",",6","9",",6","3",",6","0",",6","","","","","0",",6","1",",6","0",",6","27",",6","6",",6","","","","","19390508",",,6","","","","","","","19390512",",,6","19390530",",,6","0.0",",6,08,","","","","","8.6",",,6,12,","37.2",",6,30,","3158.2","6","69.5",",6","21.3",",,,6","","","","","","","","","17.26",",6","26.84",",,,6","7.69",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-06","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","101.2","6","64.2",",6","11",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","9",",6","","","","","19390610",",,6","","","","","","","19390615",",,6","19390604",",,6","3.3",",6,10,","","","","","21.8",",,6,15,","37.8",",6,04,","3186.6","6","28.4",",6","85.7",",,,6","","","","","","","","","19.53",",6","28.85",",,,6","10.20",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-07","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","341.1","6","239.9",",6","4",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","29",",6","","","","","19390723","+,,6","","","","","","","19390702",",,6","19390711",",,6","12.2",",6,23,+","","","","","7.6",",,6,02,","43.3",",6,11,","0.0","6","0.0",",6","11.1",",,,6","","","","","","","","","26.07",",6","36.20",",,,6","15.94",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-08","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","457.0","6","115.9",",6","2",",6","1",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","","","","","19390820",",,6","","","","","","","19390807",",,6","19390813","+,,6","5.0",",6,20,","","","","","26.2",",,6,07,","36.1",",6,13,+","17.0","6","17.0",",6","28.2",",,,6","","","","","","","","","21.52",",6","31.05",",,,6","12.00",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-09","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","507.6","6","50.6",",6","4",",6","1",",6","0",",6","","","","","0",",6","2",",6","0",",6","29",",6","8",",6","","","","","19390930",",,6","","","","","","","19390908",",,6","19390913","+,,6","-1.1",",6,30,","","","","","2.8",",,6,08,","35.0",",6,13,+","58.9","6","41.9",",6","7.8",",,,6","","","","","","","","","18.62",",6","29.09",",,,6","8.16",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-10","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","507.6","6","0.0",",6","1",",6","1",",6","0",",6","","","","","0",",6","9",",6","0",",6","20",",6","0",",6","","","","","19391028",",,6","","","","","","","19391009",",,6","19391001",",,6","-5.6",",6,28,","","","","","17.3",",,6,09,","29.4",",6,01,","266.9","6","208.0",",6","17.3",",,,6","","","","","","","","","11.62",",6","21.47",",,,6","1.78",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-11","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","507.6","6","0.0",",6","0",",6","0",",6","0",",6","","","","","0",",6","28",",6","0",",6","2",",6","0",",6","","","","","19391130","+,,6","","","","","","","19391130","+,,6","19391108",",,6","-10.0",",6,30,+","","","","","0.0",",,6,30,+","22.2",",6,08,","679.6","6","412.7",",6","0.0",",,,6","","","","","","","","","4.58",",6","14.75",",,,6","-5.59",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1939-12","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","507.6","6","0.0",",6","3",",6","3",",6","0",",6","","","3",",6","2",",6","26",",6","5",",6","5",",6","0",",6","","","","","19391227",",,6","","","19391225","+,,6","","","19391225",",,6","19391206",",,6","-25.6",",6,27,","","","38",",,6,25,+","3.6",",,6,25,","22.8",",6,06,","1170.0","6","490.4",",6","9.4",",,,6","","","","","","","101",",,,6","2.51",",6","10.63",",,,6","-5.60",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-01","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","2,6","","","","","","","","","","","9",",6","31",",6","13","2,6","0","2,6","0","2,6","","","","","19400118",",,6","","","","","","","","","19400129",",2,6","-26.7",",6,18,","","","","","","","8.9","2,6,29,","1884.3","6","714.3","2,6","","","","","","","","","","","-6.68","2,6","-0.47","2,,,6","-12.88",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-02","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0",",6","8",",6","3",",6","0",",6","","","","","0",",6","26",",6","2",",6","0",",6","0",",6","","","","","19400217",",,6","","","","","","","19400216",",,6","19400228",",,6","-15.0",",6,17,","","","","","6.1",",,6,16,","20.6",",6,28,","2400.2","6","515.9",",6","17.1",",,,6","","","","","","","","","0.54",",6","6.83",",,,6","-5.74",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-03","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","2",",6","0",",6","21",",6","1",",6","2",",6","0",",6","","","","","19400313",",,6","","","19400312",",,6","","","19400312",",,6","19400331",",,6","-14.4",",6,13,","","","46",",,6,12,","5.3",",,6,12,","25.6",",6,31,","2807.9","6","407.7",",6","17.4",",,,6","","","","","","","84",",,,6","5.18",",6","12.45",",,,6","-2.09",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-04","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","1,6","11",",6","7",",6","1",",6","","","1",",6","0",",6","15",",6","0","1,6","9","1,6","0","1,6","","","","","19400412",",,6","","","19400416",",,6","","","19400428",",,6","19400420",",1,6","-15.0",",6,12,","","","51",",,6,16,","26.4",",,6,28,","26.7","1,6,20,","3114.4","6","306.5","1,6","79.0",",,,6","","","","","","","51",",,,6","7.75","1,6","15.21","1,,,6","0.29",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-05","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","10.3","6","10.3",",6","4",",6","3",",6","0",",6","","","","","0",",6","3",",6","0",",6","27",",6","3",",6","","","","","19400501",",,6","","","","","","","19400530",",,6","19400531",",,6","-1.1",",6,01,","","","","","6.4",",,6,30,","33.9",",6,31,","3224.2","6","109.8",",6","16.8",",,,6","","","","","","","","","15.12",",6","24.99",",,,6","5.25",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-06","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","104.8","6","94.5",",6","4",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","15",",6","","","","","19400610",",,6","","","","","","","19400605",",,6","19400617",",,6","2.2",",6,10,","","","","","23.6",",,6,05,","38.3",",6,17,","3249.0","6","24.8",",6","28.2",",,,6","","","","","","","","","20.66",",6","30.76",",,,6","10.55",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-07","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","299.1","6","194.3","1,6","","","","","","","","","","","0",",6","0",",6","0","1,6","29","1,6","25","1,6","","","","","19400718",",,6","","","","","","","","","19400724","+,1,6","11.1",",6,18,","","","","","","","40.0","1,6,24,+","3.3","6","3.3","1,6","","","","","","","","","","","24.70","1,6","34.82","1,,,6","14.57",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-08","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","361.8","6","62.7","5,6","4",",6","1",",6","0",",6","","","","","0","2,6","0","2,6","0","5,6","26","5,6","10","5,6","","","","","19400827",",2,6","","","","","","","19400825",",,6","19400811",",5,6","1.7","2,6,27,","","","","","8.1",",,6,25,","37.2","5,6,11,","13.8","6","10.5","5,6","12.0",",,,6","","","","","","","","","20.43","5,6","29.81","5,,,6","11.05","2,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-09","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","408.2","6","46.4","2,6","9",",6","6",",6","0",",6","","","","","0","2,6","0","2,6","0",",6","25",",6","5",",6","","","","","19400927",",2,6","","","","","","","19400909",",,6","19400908","+,,6","1.1","2,6,27,","","","","","13.2",",,6,09,","35.6",",6,08,+","60.2","6","46.4",",6","42.6",",,,6","","","","","","","","","18.39","2,6","27.00",",,,6","9.78","2,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-10","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","408.2","6","0.0","4,6","6",",6","4",",6","0",",6","","","","","0","3,6","14","3,6","0","2,6","19","2,6","0","2,6","","","","","19401028",",3,6","","","","","","","19401001",",,6","19401021",",2,6","-3.9","3,6,28,","","","","","18.8",",,6,01,","28.3","2,6,21,","236.6","6","176.4","2,6","33.8",",,,6","","","","","","","","","11.85","4,6","22.36","2,,,6","1.34","3,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-11","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","1",",6","","","","","","","","","","","","","","","","","","","19401110",",,6","","","","","","","","","","","51",",,6,10,","","","","","","","","","","","","","","","","","51",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024028","1940-12","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","","","0.0","1,6","2",",6","2",",6","0",",6","","","2",",6","5","1,6","29","1,6","6",",6","0",",6","0",",6","","","","","19401214",",1,6","","","19401212",",,6","","","19401212",",,6","19401208",",,6","-31.7","1,6,14,","","","51",",,6,12,","3.8",",,6,12,","20.0",",6,08,","","","589.4",",6","6.3",",,,6","","","","","","","76",",,,6","-1.28","1,6","7.17",",,,6","-9.73","1,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-01","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","2,6","2",",6","1",",6","0",",6","","","2",",6","1","1,6","30","1,6","3","1,6","0","1,6","0","1,6","","","","","19410126",",1,6","","","19410124",",,6","","","19410124",",,6","19410109",",1,6","-19.4","1,6,26,","","","38",",,6,24,","3.0",",,6,24,","17.2","1,6,09,","","","561.6","1,6","4.3",",,,6","","","","","","","63",",,,6","-1.10","2,6","7.48","1,,,6","-9.68","1,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-02","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","2,6","3",",6","1",",6","0",",6","","","1",",6","0","2,6","26","2,6","1",",6","0",",6","0",",6","","","","","19410207",",2,6","","","19410222",",,6","","","19410222",",,6","19410228",",,6","-16.1","2,6,07,","","","51",",,6,22,","2.8",",,6,22,","17.8",",6,28,","","","475.9",",6","5.8",",,,6","","","","","","","64",",,,6","-0.01","2,6","8.11",",,,6","-8.12","2,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-03","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","5,6","7",",6","5",",6","0",",6","","","2",",6","0","3,6","24","3,6","3","2,6","1","2,6","0","2,6","","","","","19410304",",3,6","","","19410324",",,6","","","19410324",",,6","19410318",",2,6","-14.4","3,6,04,","","","152",",,6,24,","10.4",",,6,24,","23.3","2,6,18,","","","426.3","2,6","25.7",",,,6","","","","","","","203",",,,6","1.78","5,6","8.09","2,,,6","-4.52","3,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-04","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","2,6","","","","","","","","","0",",6","0","2,6","13","2,6","0","1,6","5","1,6","0","1,6","","","","","19410409",",2,6","","","19410430","+,,6","","","","","19410412",",1,6","-5.6","2,6,09,","","","0",",,6,30,+","","","23.9","1,6,12,","","","276.0","1,6","","","","","","","","","0",",,,6","8.28","2,6","15.53","1,,,6","1.03","2,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-05","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","9.0","6","9.0","1,6","7",",6","4",",6","0",",6","","","","","0",",6","1",",6","0","1,6","27","1,6","1","1,6","","","","","19410507",",,6","","","","","","","19410515",",,6","19410513",",1,6","-0.6",",6,07,","","","","","11.9",",,6,15,","35.6","1,6,13,","","","78.7","1,6","27.2",",,,6","","","","","","","","","15.97","1,6","25.43","1,,,6","6.52",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-06","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","66.0","6","57.0","2,6","9",",6","6",",6","2",",6","","","","","0","2,6","0","2,6","0",",6","22",",6","7",",6","","","","","19410615","+,2,6","","","","","","","19410609",",,6","19410618",",,6","5.0","2,6,15,+","","","","","41.1",",,6,09,","36.7",",6,18,","","","48.5",",6","140.8",",,,6","","","","","","","","","18.28","2,6","26.43",",,,6","10.13","2,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-07","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","191.5","6","125.5","2,6","4",",6","2",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","30","1,6","19","1,6","","","","","19410713",",1,6","","","","","","","19410712",",,6","19410723",",1,6","10.0","1,6,13,","","","","","18.5",",,6,12,","40.0","1,6,23,","3.1","6","3.1","1,6","23.8",",,,6","","","","","","","","","22.56","2,6","32.29","1,,,6","12.83","1,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-08","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","303.8","6","112.3","1,6","8",",6","3",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","29",",6","12",",6","","","","","19410831",",1,6","","","","","","","19410817",",,6","19410803",",,6","6.7","1,6,31,","","","","","12.7",",,6,17,","37.8",",6,03,","10.3","6","7.2",",6","36.9",",,,6","","","","","","","","","21.85","1,6","30.40",",,,6","13.30","1,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-09","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","326.1","6","22.3",",6","4",",6","3",",6","0",",6","","","","","0",",6","2",",6","0",",6","21",",6","5",",6","","","","","19410928",",,6","","","","","","","19410922",",,6","19410918","+,,6","-3.3",",6,28,","","","","","17.0",",,6,22,","34.4",",6,18,+","119.0","6","108.7",",6","35.6",",,,6","","","","","","","","","15.45",",6","24.72",",,,6","6.19",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-10","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","326.1","6","0.0",",6","6",",6","2",",6","0",",6","","","","","0",",6","15",",6","0",",6","8",",6","0",",6","","","","","19411031",",,6","","","","","","","19411028","+,,6","19411012",",,6","-9.4",",6,31,","","","","","2.8",",,6,28,+","28.9",",6,12,","411.2","6","292.2",",6","9.4",",,,6","","","","","","","","","8.91",",6","17.29",",,,6","0.52",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-11","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","326.1","6","0.0","1,6","5",",6","2",",6","0",",6","","","1",",6","2","1,6","24","1,6","1",",6","3",",6","0",",6","","","","","19411123",",1,6","","","19411122",",,6","","","19411102",",,6","19411116",",,6","-25.6","1,6,23,","","","51",",,6,22,","4.6",",,6,02,","23.9",",6,16,","818.8","6","407.6",",6","10.8",",,,6","","","","","","","51",",,,6","4.11","1,6","13.56",",,,6","-5.34","1,,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1941-12","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","326.1","6","0.0","1,6","4",",6","3",",6","0",",6","","","","","6",",6","30",",6","8","1,6","1","1,6","0","1,6","","","","","19411228",",,6","","","","","","","19411225",",,6","19411202",",1,6","-27.8",",6,28,","","","","","9.7",",,6,25,","22.2","1,6,02,","1414.7","6","595.9","1,6","20.7",",,,6","","","","","","","","","-1.80","1,6","7.13","1,,,6","-10.72",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1942-01","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","1,6","4",",6","1",",6","0",",6","","","","","11",",6","31",",6","9","1,6","0","1,6","0","1,6","","","","","19420105",",,6","","","","","","","19420108",",,6","19420127",",1,6","-35.0",",6,05,","","","","","5.3",",,6,08,","11.7","1,6,27,","2188.4","6","773.7","1,6","8.6",",,,6","","","","","","","","","-7.59","1,6","1.08","1,,,6","-16.25",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1942-02","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0",",6","7",",6","0",",6","0",",6","","","3",",6","3",",6","28",",6","8",",6","0",",6","0",",6","","","","","19420218",",,6","","","19420217","+,,6","","","19420215",",,6","19420203",",,6","-24.4",",6,18,","","","25",",,6,17,+","1.8",",,6,15,","15.0",",6,03,","2780.4","6","592.0",",6","7.6",",,,6","","","","","","","75",",,,6","-2.81",",6","3.84",",,,6","-9.46",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1942-03","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0",",6","4",",6","3",",6","0",",6","","","2",",6","0",",6","30",",6","0",",6","0",",6","0",",6","","","","","19420321",",,6","","","19420319","+,,6","","","19420319",",,6","19420323",",,6","-13.3",",6,21,","","","76",",,6,19,+","18.0",",,6,19,","19.4",",6,23,","3274.1","6","493.7",",6","31.2",",,,6","","","","","","","152",",,,6","2.41",",6","10.42",",,,6","-5.61",",,,6","","","","","","","","","","","","","","","","","",""
"USW00024028","1942-04","41.87466","-103.60112","1206.0","SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US","","","","","","","","","","","0.0","6","0.0","1,6","11",",6","6",",6","3",",6","","","0",",6","0",",6","12",",6","0","1,6","18","1,6","0","1,6","","","","","19420401",",,6","","","19420430","+,,6","","","19420424",",,6","19420414",",1,6","-6.7",",6,01,","","","0",",,6,30,+","41.4",",,6,24,","30.0","1,6,14,","3476.8","6","202.7","1,6","155.6",",,,6","","","","","","","0",",,,6","11.26","1,6","21.34","1,,,6","1.17",",,,6","","","","","","","","","","","","","","","","","",""
