"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013957","1964-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","525.9","0","266.3",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","2","","","","19640602","+,,0","19640630","+,,0","19640630","+,,0","5","","19640627",",,0","19640609",",,0","14.4",",0,02,+","0",",,0,30,+","0",",,0,30,+","23.6",",,0,27,","35.6",",0,09,","1372.0","0","0.0",",0","47.4",",,,0","","","","","","","","","0",",,,0","27.21",",0","32.97",",,,0","21.44",",,,0","","","","","","","","","90",",X","","","","","","","21.1",",X"
"USW00013957","1964-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","857.2","0","331.3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19640714",",,0","19640731","+,,0","19640731","+,,0","3","","19640726",",,0","19640707",",,0","19.4",",0,14,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,26,","38.3",",0,07,","0.0","0","0.0",",0","3.8",",,,0","","","","","","","","","0",",,,0","29.02",",0","35.52",",,,0","22.53",",,,0","","","","","","","","","90",",X","","","","","","","20.0",",X"
"USW00013957","1964-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1184.6","0","327.4",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","7","","","","19640813",",,0","19640831","+,,0","19640831","+,,0","8","","19640818",",,0","19640805",",,0","19.4",",0,13,","0",",,0,31,+","0",",,0,31,+","51.8",",,0,18,","40.6",",0,05,","0.0","0","0.0",",0","119.5",",,,0","","","","","","","","","0",",,,0","28.89",",0","34.39",",,,0","23.40",",,,0","","","","","","","","","45",",X","","","","","","","17.5",",X"
"USW00013957","1964-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1412.3","0","227.7",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","17",",0","11","","","","19640928",",,0","19640930","+,,0","19640930","+,,0","2","","19640927",",,0","19640904","+,,0","13.3",",0,28,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,27,","35.6",",0,04,+","3.9","0","3.9",",0","63.9",",,,0","","","","","","","","","0",",,,0","25.79",",0","30.94",",,,0","20.64",",,,0","","","","","","","","","180",",X","","","","","","","21.6",",X"
"USW00013957","1964-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1451.0","0","38.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","12","","","","19641020",",,0","19641031","+,,0","19641031","+,,0","","","19641018",",,0","19641002",",,0","3.3",",0,20,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,18,","30.6",",0,02,","57.5","0","53.6",",0","16.2",",,,0","","","","","","","","","0",",,,0","17.85",",0","24.95",",,,0","10.76",",,,0","","","","","","","","","360",",X","","","","","","","17.5",",X"
"USW00013957","1964-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1479.9","0","28.9",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","20",",0","0",",0","11","","","","19641122",",,0","19641130","+,,0","19641130","+,,0","2","","19641119",",,0","19641116",",,0","-3.3",",0,22,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,19,","28.3",",0,16,","181.0","0","123.5",",0","42.0",",,,0","","","","","","","","","0",",,,0","15.18",",0","21.22",",,,0","9.14",",,,0","","","","","","","","","270",",X","","","","","","","21.1",",X"
"USW00013957","1964-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1492.1","0","12.2",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","0",",0","14","","","","19641206","+,,0","19641231","+,,0","19641205",",,0","2","","19641210",",,0","19641225",",,0","-5.0",",0,06,+","0",",,0,31,+","0",",T,0,05,","41.4",",,0,10,","28.3",",0,25,","450.3","0","269.3",",0","64.7",",,,0","","","","","","","","","0",",T,,0","10.04",",0","15.76",",,,0","4.31",",,,0","","","","","","","","","225",",X","","","","","","","20.6",",X"
"USW00013957","1965-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","7.8","0","7.8",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","8",",0","0",",0","8","","3","","19650117",",,0","19650131","+,,0","19650131","+,,0","1","","19650122",",,0","19650107",",,0","-7.8",",0,17,","0",",,0,31,+","0",",,0,31,+","47.8",",,0,22,","26.1",",0,07,","703.3","0","253.0",",0","95.8",",,,0","63.3",",X","","","","","","","0",",,,0","10.42",",0","16.67",",,,0","4.17",",,,0","12192",",X","300",",X","","","","","225","3,X","14.3",",X","","","","","30.8","3,X"
"USW00013957","1965-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","7.8","0","0.0",",0","9",",0","8",",0","2",",0","1",",0","1",",0","0",",0","10",",0","0",",0","4",",0","0",",0","8","","3","","19650225","+,,0","19650225",",,0","19650224",",,0","5","","19650211",",,0","19650228","+,,0","-6.1",",0,25,+","25",",,0,25,","51",",,0,24,","48.0",",,0,11,","22.2",",0,28,+","946.5","0","243.2",",0","165.6",",,,0","48.4",",X","","","","","","","51",",,,0","9.65",",0","15.44",",,,0","3.85",",,,0","9054",",X","270",",X","","","","","270",",X","17.9",",X","","","","","29.3",",X"
"USW00013957","1965-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","9.2","0","1.4",",0","11",",0","7",",0","1",",0","1",",0","1",",0","0",",0","6",",0","0",",0","9",",0","0",",0","11","","2","","19650320",",,0","19650304",",,0","19650303",",,0","8","","19650329",",,0","19650328","+,,0","-5.6",",0,20,","51",",,0,04,","102",",,0,03,","26.2",",,0,29,","25.6",",0,28,+","1213.5","0","267.0",",0","86.1",",,,0","43.3",",X","","","","","","","102",",,,0","9.76",",0","15.12",",,,0","4.41",",,,0","9588",",X","310",",X","","","","","270",",X","13.4",",X","","","","","18.5",",X"
"USW00013957","1965-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","112.1","0","102.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","6","","1","","19650401",",,0","19650430","+,,0","19650430","+,,0","4","","19650426",",,0","19650410","+,,0","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,26,","31.1",",0,10,+","1231.0","0","17.5",",0","29.4",",,,0","57.3",",X","","","","","","","0",",,,0","21.18",",0","27.28",",,,0","15.08",",,,0","13488",",X","290",",X","","","","","270",",X","13.0",",X","","","","","18.0",",X"
"USW00013957","1965-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","260.9","0","148.8",",0","13",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","13","","1","","19650502",",,0","19650531","+,,0","19650531","+,,0","8","","19650528",",,0","19650527",",,0","11.1",",0,02,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,28,","31.7",",0,27,","1231.0","0","0.0",",0","137.3",",,,0","44.0",",X","","","","","","","0",",,,0","23.13",",0","28.15",",,,0","18.12",",,,0","11358",",X","270",",X","","","","","315",",X","15.6",",X","","","","","24.2",",X"
"USW00013957","1965-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","483.5","0","222.6",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","11","","","","19650620","+,,0","19650630","+,,0","19650630","+,,0","12","","19650625",",,0","19650627",",,0","17.2",",0,20,+","0",",,0,30,+","0",",,0,30,+","29.5",",,0,25,","33.9",",0,27,","1231.0","0","0.0",",0","80.9",",,,0","66.6",",X","","","","","","","0",",,,0","25.75",",0","31.00",",,,0","20.50",",,,0","17118",",X","160",",X","","","","","135","1,X","13.4",",X","","","","","19.0","1,X"
"USW00013957","1965-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","793.2","0","309.7",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","3","","","","19650731","+,,0","19650731","+,,0","19650731","+,,0","3","","19650715",",,0","19650723",",,0","20.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,15,","36.7",",0,23,","0.0","0","0.0",",0","37.9",",,,0","81.7",",X","","","","","","","0",",,,0","28.32",",0","33.92",",,,0","22.73",",,,0","21378",",X","140",",X","","","","","135",",X","13.0",",X","","","","","20.6",",X"
"USW00013957","1965-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1087.3","0","294.1",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","8","","1","","19650803","+,,0","19650831","+,,0","19650831","+,,0","5","","19650807",",,0","19650820",",,0","18.3",",0,03,+","0",",,0,31,+","0",",,0,31,+","29.2",",,0,07,","38.3",",0,20,","0.0","0","0.0",",0","46.2",",,,0","73.8",",X","","","","","","","0",",,,0","27.82",",0","33.75",",,,0","21.89",",,,0","18204",",X","180",",X","","","","","135",",X","12.5",",X","","","","","18.0",",X"
"USW00013957","1965-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1292.0","0","204.7",",0","7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","8","","1","","19650925",",,0","19650930","+,,0","19650930","+,,0","5","","19650922",",,0","19650914",",,0","11.7",",0,25,","0",",,0,30,+","0",",,0,30,+","62.7",",,0,22,","36.1",",0,14,","1.9","0","1.9",",0","166.3",",,,0","65.0",",X","","","","","","","0",",,,0","25.09",",0","30.44",",,,0","19.74",",,,0","14550",",X","190",",X","","","","","180",",X","19.7",",X","","","","","29.3",",X"
"USW00013957","1965-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1355.9","0","63.9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","6","","","","19651025",",,0","19651031","+,,0","19651031","+,,0","1","","19651005",",,0","19651009",",,0","2.2",",0,25,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,05,","33.3",",0,09,","47.2","0","45.3",",0","9.2",",,,0","71.9",",X","","","","","","","0",",,,0","18.93",",0","25.30",",,,0","12.56",",,,0","15102",",X","170",",X","","","","","180",",X","11.6",",X","","","","","20.6",",X"
"USW00013957","1965-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1384.3","0","28.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","16","","7","","19651130",",,0","19651130","+,,0","19651130","+,,0","","","19651105",",,0","19651126",",,0","0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,05,","29.4",",0,26,","105.6","0","58.4",",0","30.4",",,,0","46.5",",X","","","","","","","0",",,,0","17.33",",0","22.56",",,,0","12.10",",,,0","8712",",X","310",",X","","","","","225",",X","15.6",",X","","","","","20.6",",X"
"USW00013957","1965-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1386.3","0","2.0",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","9",",0","0",",0","12","","2","","19651227",",,0","19651231","+,,0","19651231","+,,0","1","","19651211",",,0","19651205",",,0","-1.7",",0,27,","0",",,0,31,+","0",",,0,31,+","85.1",",,0,11,","23.9",",0,05,","331.6","0","226.0",",0","159.9",",,,0","53.4",",X","","","","","","","0",",,,0","11.11",",0","16.62",",,,0","5.59",",,,0","10008",",X","140",",X","","","","","135",",X","16.5",",X","","","","","20.6",",X"
"USW00013957","1966-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","2.0","0","2.0",",0","16",",0","8",",0","1",",0","0",",0","0",",0","0",",0","14",",0","1",",0","2",",0","0",",0","13","","","","19660130",",,0","19660129","+,,0","19660121",",,0","2","","19660128",",,0","19660101",",,0","-10.6",",0,30,","0",",T,0,29,+","5",",,0,21,","31.0",",,0,28,","21.7",",0,01,","725.5","0","393.9",",0","107.4",",,,0","40.1",",X","","","","","","","5",",,,0","5.69",",0","9.87",",,,0","1.50",",,,0","7662",",X","170",",X","","","","","180",",X","14.3",",X","","","","","19.5",",X"
"USW00013957","1966-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","2.9","0","0.9",",0","7",",0","6",",0","1",",0","1",",0","1",",0","0",",0","11",",0","0",",0","2",",0","0",",0","7","","2","","19660203",",,0","19660223",",,0","19660223",",,0","3","","19660209",",,0","19660207",",,0","-4.4",",0,03,","25",",,0,23,","33",",,0,23,","45.2",",,0,09,","23.9",",0,07,","998.5","0","273.0",",0","87.7",",,,0","53.0",",X","","","","","","","33",",,,0","8.61",",0","14.05",",,,0","3.18",",,,0","9834",",X","330",",X","","","","","315",",X","15.6",",X","","","","","22.1",",X"
"USW00013957","1966-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","19.1","0","16.2",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","9","","4","","19660307",",,0","19660331","+,,0","19660331","+,,0","","","19660312",",,0","19660331",",,0","-2.2",",0,07,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,12,","31.7",",0,31,","1133.5","0","135.0",",0","14.3",",,,0","66.8",",X","","","","","","","0",",,,0","14.50",",0","21.05",",,,0","7.95",",,,0","14886",",X","330",",X","","","","","315",",X","16.5",",X","","","","","20.6",",X"
"USW00013957","1966-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","75.2","0","56.1",",0","13",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","12","","2","","19660405",",,0","19660430","+,,0","19660430","+,,0","12","","19660425",",,0","19660428","+,,0","2.8",",0,05,","0",",,0,30,+","0",",,0,30,+","50.5",",,0,25,","30.6",",0,28,+","1169.6","0","36.1",",0","203.6",",,,0","47.3",",X","","","","","","","0",",,,0","19.00",",0","24.82",",,,0","13.18",",,,0","10938",",X","340",",X","","","","","180",",X","15.6",",X","","","","","19.0",",X"
"USW00013957","1966-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","212.1","0","136.9",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","7","","","","19660510","+,,0","19660531","+,,0","19660531","+,,0","6","","19660518",",,0","19660517",",,0","11.1",",0,10,+","0",",,0,31,+","0",",,0,31,+","45.2",",,0,18,","32.8",",0,17,","1174.9","0","5.3",",0","96.1",",,,0","50.7",",X","","","","","","","0",",,,0","22.58",",0","27.68",",,,0","17.47",",,,0","13086",",X","170",",X","","","","","180",",X","10.3",",X","","","","","16.4",",X"
"USW00013957","1966-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","444.8","0","232.7",",0","4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","4","","","","19660602","+,,0","19660630","+,,0","19660630","+,,0","2","","19660613",",,0","19660629","+,,0","14.4",",0,02,+","0",",,0,30,+","0",",,0,30,+","50.0",",,0,13,","35.0",",0,29,+","1174.9","0","0.0",",0","52.1",",,,0","67.2",",X","","","","","","","0",",,,0","26.09",",0","31.96",",,,0","20.22",",,,0","17238",",X","130",",X","","","","","180",",X","10.3",",X","","","","","14.4",",X"
"USW00013957","1966-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","789.7","0","344.9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","8","","","","19660701",",,0","19660731","+,,0","19660731","+,,0","5","","19660721",",,0","19660715",",,0","21.1",",0,01,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,21,","38.3",",0,15,","0.0","0","0.0",",0","14.7",",,,0","71.0",",X","","","","","","","0",",,,0","29.46",",0","35.17",",,,0","23.75",",,,0","18540",",X","80",",X","","","","","135",",X","13.4",",X","","","","","15.4",",X"
"USW00013957","1966-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1064.7","0","275.0",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","9","","","","19660826",",,0","19660831","+,,0","19660831","+,,0","8","","19660812",",,0","19660808","+,,0","16.1",",0,26,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,12,","36.1",",0,08,+","0.0","0","0.0",",0","43.6",",,,0","54.9",",X","","","","","","","0",",,,0","27.20",",0","32.54",",,,0","21.87",",,,0","13680",",X","40",",X","","","","","135",",X","11.2",",X","","","","","16.4",",X"
"USW00013957","1966-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1236.9","0","172.2",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","19","","4","","19660922",",,0","19660930","+,,0","19660930","+,,0","2","","19660910",",,0","19660906",",,0","13.3",",0,22,","0",",,0,30,+","0",",,0,30,+","47.5",",,0,10,","33.9",",0,06,","0.0","0","0.0",",0","83.1",",,,0","59.8",",X","","","","","","","0",",,,0","24.07",",0","29.12",",,,0","19.02",",,,0","13284",",X","210",",X","","","","","225",",X","10.3",",X","","","","","13.4",",X"
"USW00013957","1966-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1276.9","0","40.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","13","","2","","19661020",",,0","19661031","+,,0","19661031","+,,0","1","","19661017",",,0","19661009","+,,0","3.3",",0,20,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,17,","32.2",",0,09,+","57.8","0","57.8",",0","41.1",",,,0","71.6",",X","","","","","","","0",",,,0","17.76",",0","24.75",",,,0","10.77",",,,0","15150",",X","310",",X","","","","","315",",X","15.6",",X","","","","","20.0",",X"
"USW00013957","1966-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1302.8","0","25.9",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","22",",0","0",",0","15","","6","","19661103",",,0","19661130","+,,0","19661130","+,,0","2","","19661126",",,0","19661108",",,0","-4.4",",0,03,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,26,","27.2",",0,08,","160.1","0","102.3",",0","24.7",",,,0","62.4",",X","","","","","","","0",",,,0","15.79",",0","22.24",",,,0","9.33",",,,0","11850",",X","10",",X","","","","","270",",X","11.6",",X","","","","","19.5",",X"
"USW00013957","1966-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1311.7","0","8.9",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","5",",0","0",",0","20","","5","","19661225","+,,0","19661231","+,,0","19661230","+,,0","2","","19661208",",,0","19661207",",,0","-6.7",",0,25,+","0",",,0,31,+","0",",T,0,30,+","24.1",",,0,08,","27.2",",0,07,","481.0","0","320.9",",0","92.2",",,,0","43.1",",X","","","","","","","0",",T,,0","8.27",",0","13.17",",,,0","3.36",",,,0","8070",",X","290",",X","","","","","180",",X","10.7",",X","","","","","17.5",",X"
"USW00013957","1967-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","10.9","0","10.9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","6",",0","0",",0","11","","6","","19670119",",,0","19670131","+,,0","19670131","+,,0","1","","19670113",",,0","19670123",",,0","-6.1",",0,19,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,13,","25.6",",0,23,","791.2","0","310.2",",0","34.6",",,,0","52.5",",X","","","","","","","0",",,,0","8.68",",0","14.68",",,,0","2.67",",,,0","10056",",X","220",",X","","","","","270",",X","16.5",",X","","","","","17.0",",X"
"USW00013957","1967-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","10.9","0","0.0",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","10","","1","","19670208",",,0","19670228","+,,0","19670212","+,,0","1","","19670219",",,0","19670215",",,0","-5.0",",0,08,","0",",,0,28,+","0",",T,0,12,+","25.9",",,0,19,","24.4",",0,15,","1079.3","0","288.1",",0","73.9",",,,0","55.0",",X","","","","","","","0",",T,,0","8.04",",0","14.42",",,,0","1.67",",,,0","10224",",X","350",",X","","","","","360",",X","9.8",",X","","","","","16.4",",X"
"USW00013957","1967-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","65.5","0","54.6",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","0",",0","5","","","","19670307",",,0","19670331","+,,0","19670331","+,,0","","","19670320",",,0","19670311",",,0","-3.3",",0,07,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,20,","31.1",",0,11,","1160.2","0","80.9",",0","25.9",",,,0","72.3",",X","","","","","","","0",",,,0","17.48",",0","24.55",",,,0","10.42",",,,0","16218",",X","200",",X","","","","","180",",X","12.1",",X","","","","","15.4",",X"
"USW00013957","1967-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","173.2","0","107.7",",0","5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","12","","1","","19670427",",,0","19670430","+,,0","19670430","+,,0","4","","19670413",",,0","19670416","+,,0","9.4",",0,27,","0",",,0,30,+","0",",,0,30,+","28.2",",,0,13,","30.6",",0,16,+","1167.7","0","7.5",",0","53.6",",,,0","49.9",",X","","","","","","","0",",,,0","21.67",",0","27.18",",,,0","16.17",",,,0","11490",",X","190",",X","","","","","180","1,X","9.8",",X","","","","","13.9","1,X"
"USW00013957","1967-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","285.7","0","112.5",",0","10",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","8","","","","19670516",",,0","19670531","+,,0","19670531","+,,0","8","","19670531",",,0","19670511",",,0","8.9",",0,16,","0",",,0,31,+","0",",,0,31,+","112.0",",,0,31,","34.4",",0,11,","1175.2","0","7.5",",0","299.2",",,,0","68.6",",X","","","","","","","0",",,,0","21.72",",0","27.78",",,,0","15.66",",,,0","17604",",X","310",",X","","","","","225",",X","13.4",",X","","","","","15.9",",X"
"USW00013957","1967-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","550.1","0","264.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","6","","","","19670604",",,0","19670630","+,,0","19670630","+,,0","1","","19670601",",,0","19670630",",,0","16.7",",0,04,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,01,","36.1",",0,30,","1175.2","0","0.0",",0","22.6",",,,0","73.4",",X","","","","","","","0",",,,0","27.15",",0","32.48",",,,0","21.81",",,,0","18852",",X","220",",X","","","","","225",",X","7.6",",X","","","","","10.3",",X"
"USW00013957","1967-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","804.7","0","254.6",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","8","","","","19670715",",,0","19670731","+,,0","19670731","+,,0","10","","19670706",",,0","19670731",",,0","15.6",",0,15,","0",",,0,31,+","0",",,0,31,+","50.0",",,0,06,","35.6",",0,31,","0.0","0","0.0",",0","156.2",",,,0","64.0",",X","","","","","","","0",",,,0","26.55",",0","31.76",",,,0","21.34",",,,0","16728",",X","10",",X","","","","","360",",X","13.4",",X","","","","","20.0",",X"
"USW00013957","1967-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1063.0","0","258.3",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","9","","2","","19670813",",,0","19670831","+,,0","19670831","+,,0","5","","19670822",",,0","19670809",",,0","15.0",",0,13,","0",",,0,31,+","0",",,0,31,+","48.5",",,0,22,","37.8",",0,09,","0.0","0","0.0",",0","118.7",",,,0","65.0","1,X","","","","","","","0",",,,0","26.67",",0","32.31",",,,0","21.02",",,,0","16446",",X","150",",X","","","","","90",",X","14.3",",X","","","","","31.4",",X"
