"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00228374","1928-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","623.6","6","276.2","2,6","12",",6","11",",6","1",",6","","","","","0",",6","0",",6","0","2,6","29","2,6","26","2,6","","","19280731",",,6","","","","","","","19280722",",,6","19280704","+,2,6","16.7",",6,31,","","","","","63.5",",,6,22,","36.7","2,6,04,+","","","0.0","6","","","","","","","0.0","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.0",",,,6","","","27.80","2,6","33.99","2,,,6","21.61",",,,6","",""
"USC00228374","1928-08","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","916.0","6","292.4",",6","6",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","28",",6","","","19280821",",,6","","","","","","","19280827",",,6","19280825","+,,6","20.0",",6,21,","","","","","26.2",",,6,27,","36.1",",6,25,+","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5",",,,6","","","27.77",",6","33.82",",,,6","21.72",",,,6","",""
"USC00228374","1928-09","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1063.6","6","147.6",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","9",",6","","","19280925",",,6","","","","","","","19280901",",,6","19280914",",,6","7.2",",6,25,","","","","","17.3",",,6,01,","35.0",",6,14,","","","3.9","6","","","","","","","3.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4",",,,6","","","23.12",",6","30.07",",,,6","16.17",",,,6","",""
"USC00228374","1928-10","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1173.4","6","109.8","3,6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0","3,6","25","3,6","10","3,6","","","19281031",",,6","","","","","","","19281022",",,6","19281010","+,3,6","5.0",",6,31,","","","","","17.3",",,6,22,","34.4","3,6,10,+","","","31.2","6","","","","","","","27.3","3,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1",",,,6","","","21.12","3,6","28.43","3,,,6","13.82",",,,6","",""
"USC00228374","1928-11","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1177.6","6","4.2","1,6","6",",6","6",",6","1",",6","","","","","0",",6","4",",6","0","1,6","8","1,6","0","1,6","","","19281126",",,6","","","","","","","19281118",",,6","19281115",",1,6","-2.2",",6,26,","","","","","36.8",",,6,18,","26.7","1,6,15,","","","210.3","6","","","","","","","179.1","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1",",,,6","","","12.31","1,6","18.42","1,,,6","6.20",",,,6","",""
"USC00228374","1928-12","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1177.6","6","0.0",",6","6",",6","4",",6","0",",6","","","","","0",",6","12",",6","0",",6","3",",6","0",",6","","","19281209",",,6","","","","","","","19281217",",,6","19281204",",,6","-6.7",",6,09,","","","","","16.5",",,6,17,","24.4",",6,04,","","","507.8","6","","","","","","","297.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.2",",,,6","","","8.74",",6","14.91",",,,6","2.56",",,,6","",""
"USC00228374","1929-01","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","3.1","6","3.1","1,6","9",",6","9",",6","0",",6","","","","","0","1,6","11","1,6","0",",6","6",",6","0",",6","","","19290112","+,1,6","","","","","","","19290110",",,6","19290122","+,,6","-6.1","1,6,12,+","","","","","24.4",",,6,10,","25.0",",6,22,+","","","790.8","6","","","","","","","283.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.2",",,,6","","","9.05","1,6","15.20",",,,6","2.89","1,,,6","",""
"USC00228374","1929-02","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","3.1","6","0.0","1,6","8",",6","7",",6","1",",6","","","","","0",",6","12",",6","0","1,6","3","1,6","0","1,6","","","19290211",",,6","","","","","","","19290215",",,6","19290225",",1,6","-7.8",",6,11,","","","","","25.7",",,6,15,","23.9","1,6,25,","","","1107.2","6","","","","","","","316.4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6",",,,6","","","6.67","1,6","11.83","1,,,6","1.50",",,,6","",""
"USC00228374","1929-03","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","38.1","6","35.0",",6","9",",6","8",",6","5",",6","","","","","0",",6","1",",6","0",",6","15",",6","1",",6","","","19290310",",,6","","","","","","","19290313",",,6","19290324",",,6","-1.7",",6,10,","","","","","63.5",",,6,13,","34.4",",6,24,","","","1238.4","6","","","","","","","131.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259.8",",,,6","","","15.23",",6","21.27",",,,6","9.19",",,,6","",""
"USC00228374","1929-04","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","103.6","6","65.5",",6","10","1,6","7","1,6","1","1,6","","","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","19290417","+,,6","","","","","","","19290425",",1,6","19290405",",,6","6.7",",6,17,+","","","","","31.8","1,,6,25,","31.1",",6,05,","","","1264.0","6","","","","","","","25.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.5","1,,,6","","","19.67",",6","25.81",",,,6","13.52",",,,6","",""
"USC00228374","1929-05","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","238.9","6","135.3",",6","8",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","4",",6","","","19290503",",,6","","","","","","","19290505",",,6","19290531","+,,6","6.1",",6,03,","","","","","40.6",",,6,05,","34.4",",6,31,+","","","1274.0","6","","","","","","","10.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.8",",,,6","","","22.37",",6","28.51",",,,6","16.23",",,,6","",""
"USC00228374","1929-06","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","425.9","6","187.0",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","20",",6","","","19290617","+,,6","","","","","","","","","19290622",",,6","11.1",",6,17,+","","","","","","","36.7",",6,22,","","","1274.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.57",",6","32.84",",,,6","16.30",",,,6","",""
"USC00228374","1929-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","714.5","6","288.6",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","19290724",",,6","","","","","","","","","19290708",",,6","17.2",",6,24,","","","","","","","37.2",",6,08,","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.64",",6","34.81",",,,6","20.48",",,,6","",""
"USC00228374","1929-08","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","994.6","6","280.1",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","27",",6","","","19290816",",,6","","","","","","","19290801",",,6","19290824","+,,6","13.3",",6,16,","","","","","22.9",",,6,01,","37.2",",6,24,+","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.4",",,,6","","","27.37",",6","34.58",",,,6","20.16",",,,6","",""
"USC00228374","1929-09","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1171.7","6","177.1",",6","9",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","10",",6","","","19290919",",,6","","","","","","","19290913",",,6","19290906",",,6","9.4",",6,19,","","","","","66.0",",,6,13,","36.1",",6,06,","","","0.3","6","","","","","","","0.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141.6",",,,6","","","24.23",",6","30.24",",,,6","18.21",",,,6","",""
"USC00228374","1929-10","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1207.7","6","36.0",",6","7",",6","7",",6","2",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","19291024",",,6","","","","","","","19291005",",,6","19291017",",,6","3.9",",6,24,","","","","","50.8",",,6,05,","30.0",",6,17,","","","41.8","6","","","","","","","41.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.1",",,,6","","","18.16",",6","24.30",",,,6","12.01",",,,6","",""
"USC00228374","1929-11","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1215.3","6","7.6","1,6","10",",6","9",",6","4",",6","","","1",",6","0","1,6","6","1,6","0",",6","6",",6","0",",6","","","19291130",",1,6","","","19291122",",,6","","","19291111",",,6","19291110",",,6","-7.2","1,6,30,","","","203",",,6,22,","62.2",",,6,11,","24.4",",6,10,","","","264.0","6","","","","","","","222.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.6",",,,6","203",",,,6","11.02","1,6","15.74",",,,6","6.29","1,,,6","",""
"USC00228374","1929-12","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1217.0","6","1.7",",6","","","","","","","","","2",",6","0",",6","14",",6","3",",6","10",",6","0",",6","","","19291223",",,6","","","19291222",",,6","","","","","19291214",",,6","-11.1",",6,23,","","","229",",,6,22,","","","26.1",",6,14,","","","575.5","6","","","","","","","311.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254",",,,6","8.34",",6","14.87",",,,6","1.81",",,,6","",""
"USC00228374","1930-01","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","2.0","0","2.0",",0","6",",0","6",",0","1",",0","0",",0","1",",0","0",",0","13",",0","1",",0","3",",0","0",",0","","","19300119",",,0","19300131","+,,0","19300118",",,0","","","19300121",",,0","19300109",",,0","-13.9",",0,19,","0",",,0,31,+","25",",,0,18,","27.9",",,0,21,","25.0",",0,09,","","","938.1","0","","","","","","","362.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3",",,,0","25",",,,0","6.70",",0","12.06",",,,0","1.33",",,,0","",""
"USC00228374","1930-02","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","12.9","0","10.9",",0","","","","","","","0",",0","0",",0","0",",0","4",",0","0",",0","12",",0","0",",0","","","19300216",",,0","19300228","+,,0","19300228","+,,0","","","","","19300223",",,0","-3.9",",0,16,","0",",,0,28,+","0",",,0,28,+","","","28.3",",0,23,","","","1099.7","0","","","","","","","161.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","12.95",",0","19.64",",,,0","6.26",",,,0","",""
"USC00228374","1930-03","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","13.7","0","0.8","1,0","8",",0","7",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0","1,0","11","1,0","0","1,0","","","19300303",",,0","19300331","+,,0","19300331","+,,0","","","19300306",",,0","19300321",",1,0","-3.9",",0,03,","0",",,0,31,+","0",",,0,31,+","50.3",",,0,06,","23.3","1,0,21,","","","1286.1","0","","","","","","","186.4","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.7",",,,0","0",",,,0","12.07","1,0","17.77","1,,,0","6.36",",,,0","",""
"USC00228374","1930-04","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","66.1","0","52.4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19300409",",,0","19300430","+,,0","19300430","+,,0","","","19300402",",,0","19300412",",,0","6.7",",0,09,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,02,","30.6",",0,12,","","","1310.1","0","","","","","","","24.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0",",,,0","0",",,,0","19.28",",0","26.30",",,,0","12.26",",,,0","",""
"USC00228374","1930-05","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","206.5","0","140.4",",0","9",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","19300531",",,0","19300531","+,,0","19300531","+,,0","","","19300509",",,0","19300522","+,,0","10.0",",0,31,","0",",,0,31,+","0",",,0,31,+","66.8",",,0,09,","32.2",",0,22,+","","","1312.3","0","","","","","","","2.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232.6",",,,0","0",",,,0","22.79",",0","28.56",",,,0","17.02",",,,0","",""
"USC00228374","1930-06","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","437.2","0","230.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","19300609",",,0","19300630","+,,0","19300630","+,,0","","","19300606",",,0","19300625",",,0","10.0",",0,09,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,06,","40.0",",0,25,","","","1312.6","0","","","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4",",,,0","0",",,,0","26.02",",0","33.34",",,,0","18.69",",,,0","",""
"USC00228374","1930-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","811.0","0","373.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","19300703",",,0","19300731","+,,0","19300731","+,,0","","","19300701",",,0","19300729",",,0","17.2",",0,03,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,01,","43.9",",0,29,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7",",,,0","0",",,,0","30.39",",0","38.29",",,,0","22.49",",,,0","",""
"USC00228374","1930-08","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1087.3","0","276.3","1,0","10",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","22",",0","","","19300823",",1,0","19300831","+,,0","19300831","+,,0","","","19300815",",,0","19300808",",,0","15.0","1,0,23,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,15,","42.2",",0,08,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.9",",,,0","0",",,,0","27.60","1,0","34.68",",,,0","20.51","1,,,0","",""
"USC00228374","1930-09","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","","","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","19300927",",,0","19300930","+,,0","19300930","+,,0","","","19300911",",,0","","","9.4",",0,27,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.4",",,,0","0",",,,0","","","","","18.83",",,,0","",""
"USC00228374","1930-10","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","43.5",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","","","19301031",",,0","19301031","+,,0","19301031","+,,0","","","19301008",",,0","19301016","+,,0","-0.6",",0,31,","0",",,0,31,+","0",",,0,31,+","31.2",",,0,08,","29.4",",0,16,+","","","","","","","","","","","79.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1",",,,0","0",",,,0","17.16",",0","23.27",",,,0","11.05",",,,0","",""
"USC00228374","1930-11","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","14.2",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","7",",0","0",",0","","","19301128",",,0","19301130","+,,0","19301130","+,,0","","","19301116",",,0","19301118",",,0","-2.2",",0,28,","0",",,0,30,+","0",",,0,30,+","35.3",",,0,16,","28.9",",0,18,","","","","","","","","","","","180.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.6",",,,0","0",",,,0","12.78",",0","18.36",",,,0","7.20",",,,0","",""
"USC00228374","1930-12","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","0.0",",0","6",",0","6",",0","2",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","","","19301217",",,0","19301231","+,,0","19301217",",,0","","","19301205",",,0","19301205",",,0","-3.3",",0,17,","0",",,0,31,+","0",",T,0,17,","33.8",",,0,05,","20.6",",0,05,","","","","","","","","","","","352.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7",",,,0","0",",T,,0","6.96",",0","12.14",",,,0","1.78",",,,0","",""
"USC00228374","1931-01","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","0","0.0",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","","","19310115",",,0","19310131","+,,0","19310131","+,,0","","","19310105",",,0","19310128","+,,0","-8.3",",0,15,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,05,","21.7",",0,28,+","","","","","","","","","","","327.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.6",",,,0","0",",,,0","7.77",",0","13.32",",,,0","2.23",",,,0","",""
"USC00228374","1931-02","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","0","0.0",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","3",",0","0",",0","","","19310211",",,0","19310228","+,,0","19310228","+,,0","","","19310213",",,0","19310207","+,,0","-4.4",",0,11,","0",",,0,28,+","0",",,0,28,+","23.9",",,0,13,","22.2",",0,07,+","","","","","","","","","","","212.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.0",",,,0","0",",,,0","10.73",",0","16.77",",,,0","4.69",",,,0","",""
"USC00228374","1931-03","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","0","0.0",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","6",",0","0",",0","","","19310317","+,,0","19310331","+,,0","19310308",",,0","","","19310307",",,0","19310313",",,0","-0.6",",0,17,+","0",",,0,31,+","0",",T,0,08,","27.9",",,0,07,","22.2",",0,13,","","","","","","","","","","","251.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.2",",,,0","0",",T,,0","10.23",",0","16.26",",,,0","4.20",",,,0","",""
"USC00228374","1931-04","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","28.1","0","28.1",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","19310422",",,0","19310430","+,,0","19310430","+,,0","","","19310404",",,0","19310419",",,0","2.8",",0,22,","0",",,0,30,+","0",",,0,30,+","25.9",",,0,04,","30.0",",0,19,","","","","","","","","","","","72.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.7",",,,0","0",",,,0","16.86",",0","23.69",",,,0","10.02",",,,0","",""
"USC00228374","1931-05","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","108.6","0","80.5","1,0","8",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","5",",0","","","19310524","+,1,0","19310531","+,,0","19310531","+,,0","","","19310506",",,0","19310529",",,0","7.8","1,0,24,+","0",",,0,31,+","0",",,0,31,+","17.0",",,0,06,","34.4",",0,29,","","","","","","","","","","","16.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3",",,,0","0",",,,0","20.36","1,0","26.79",",,,0","13.93","1,,,0","",""
"USC00228374","1931-06","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","372.2","0","263.6","1,0","6",",0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","26",",0","","","19310602",",1,0","19310630","+,,0","19310630","+,,0","","","19310619",",,0","19310629",",,0","12.2","1,0,02,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,19,","40.0",",0,29,","","","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.5",",,,0","0",",,,0","27.42","1,0","35.06",",,,0","19.79","1,,,0","",""
"USC00228374","1931-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","667.5","0","295.3",",0","12",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","19310724","+,,0","19310731","+,,0","19310731","+,,0","","","19310724",",,0","19310712",",,0","18.3",",0,24,+","0",",,0,31,+","0",",,0,31,+","139.7",",,0,24,","38.9",",0,12,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359.2",",,,0","0",",,,0","27.86",",0","34.19",",,,0","21.53",",,,0","",""
"USC00228374","1931-08","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","899.7","0","232.2",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","19310813","+,,0","19310831","+,,0","19310831","+,,0","","","19310802",",,0","19310831",",,0","14.4",",0,13,+","0",",,0,31,+","0",",,0,31,+","13.2",",,0,02,","35.6",",0,31,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7",",,,0","0",",,,0","25.82",",0","31.77",",,,0","19.88",",,,0","",""
"USC00228374","1931-09","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1164.7","0","265.0",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","","","19310929","+,,0","19310930","+,,0","19310930","+,,0","","","19310903",",,0","19310920",",,0","9.4",",0,29,+","0",",,0,30,+","0",",,0,30,+","30.0",",,0,03,","38.9",",0,20,","","","2.9","0","","","","","","","2.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8",",,,0","0",",,,0","27.07",",0","34.55",",,,0","19.59",",,,0","",""
"USC00228374","1931-10","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1266.6","0","101.9","1,0","2",",0","2",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","9",",0","","","19311031",",1,0","19311031","+,,0","19311031","+,,0","","","19311007",",,0","19311006",",,0","3.3","1,0,31,","0",",,0,31,+","0",",,0,31,+","61.2",",,0,07,","35.6",",0,06,","","","36.0","0","","","","","","","33.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1",",,,0","0",",,,0","20.64","1,0","28.35",",,,0","12.94","1,,,0","",""
"USC00228374","1931-11","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1287.8","0","21.2",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","","","19311107",",,0","19311130","+,,0","19311130","+,,0","","","19311129",",,0","19311113",",,0","-0.6",",0,07,","0",",,0,30,+","0",",,0,30,+","53.6",",,0,29,","29.4",",0,13,","","","118.5","0","","","","","","","82.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.0",",,,0","0",",,,0","16.29",",0","23.30",",,,0","9.28",",,,0","",""
"USC00228374","1931-12","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1298.4","0","10.6","1,0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","9","1,0","0","1,0","","","19311227","+,,0","19311231","+,,0","19311231","+,,0","","","19311208",",,0","19311213",",1,0","0.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","62.0",",,0,08,","27.2","1,0,13,","","","304.2","0","","","","","","","185.7","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183.7",",,,0","0",",,,0","12.45","1,0","17.79","1,,,0","7.11",",,,0","",""
"USC00228374","1932-01","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","7.8","0","7.8","1,0","8",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","6","1,0","0",",0","10",",0","0",",0","","","19320131",",1,0","19320131","+,,0","19320131","+,,0","","","19320123",",,0","19320114",",,0","-2.8","1,0,31,","0",",,0,31,+","0",",,0,31,+","58.9",",,0,23,","25.0",",0,14,","","","523.9","0","","","","","","","219.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.1",",,,0","0",",,,0","11.39","1,0","17.19",",,,0","5.59","1,,,0","",""
"USC00228374","1932-02","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","23.7","0","15.9",",0","5",",0","5",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","","","19320205",",,0","19320229","+,,0","19320229","+,,0","","","19320214",",,0","19320210",",,0","-1.7",",0,05,","0",",,0,29,+","0",",,0,29,+","66.0",",,0,14,","28.3",",0,10,","","","638.1","0","","","","","","","114.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.0",",,,0","0",",,,0","14.94",",0","20.94",",,,0","8.95",",,,0","",""
"USC00228374","1932-03","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","33.5","0","9.8","2,0","4",",0","4",",0","2",",0","0",",0","1",",0","0",",0","9",",0","0","2,0","11","2,0","0","2,0","","","19320310",",,0","19320331","+,,0","19320308",",,0","","","19320330",",,0","19320320",",2,0","-7.2",",0,10,","0",",,0,31,+","25",",,0,08,","47.2",",,0,30,","31.7","2,0,20,","","","862.2","0","","","","","","","224.1","2,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4",",,,0","25",",,,0","10.88","2,0","17.57","2,,,0","4.20",",,,0","",""
