STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,HX04,HX04_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,LX04,LX04_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00257830,1952-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,"5,0",4,"5,0",0,"5,0",0,",0",0,",0",,,,,,,,,,,,,,,19520430,"+,,0",19520430,"+,,0",,,19520420,",5,0",,,,,0,",,0,30,+",0,",,0,30,+",17.8,"5,,0,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,"5,,,0",0,",,,0",,,,,,,,
USC00257830,1952-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,5,"5,0",5,"5,0",0,"5,0",0,",0",0,",0",,,,,,,,,,,,,,,19520531,"+,,0",19520531,"+,,0",,,19520523,"+,5,0",,,,,0,",,0,31,+",0,",,0,31,+",10.2,"5,,0,23,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1,",a,,0",0,",,,0",,,,,,,,
USC00257830,1952-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,101.9,",0",5,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",13,",0",,,19520616,",,0",19520630,"+,,0",19520630,"+,,0",,,19520626,",,0",19520615,",,0",7.2,",0,16,",0,",,0,30,+",0,",,0,30,+",44.5,",,0,26,",38.3,",0,15,",,,,,,,,,,,,,3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,",,,0",0,",,,0",21.63,",0",30.7,",,,0",12.56,",,,0",,
USC00257830,1952-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,138.1,",0",2,",0",2,",0",0,",0",0,",0",0,"1,0",0,",0",0,",0",0,",0",30,",0",19,",0",,,19520708,",,0",19520731,"+,,0",19520731,"+,1,0",,,19520713,",,0",19520724,",,0",2.2,",0,08,",0,",,0,31,+",0,"1,,0,31,+",8.9,",,0,13,",37.8,",0,24,",,,10.3,0,,,,,,,,,10.3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,",,,0",0,"1,,,0",22.45,",0",31.9,",,,0",13.01,",,,0",,
USC00257830,1952-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,135.6,",0",7,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",12,",0",,,19520831,",,0",19520831,"+,,0",19520831,"+,,0",,,19520829,",,0",19520819,",,0",7.8,",0,31,",0,",,0,31,+",0,",,0,31,+",22.9,",,0,29,",36.1,",0,19,",,,12.5,0,,,,,,,,,2.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,",,,0",0,",,,0",22.64,",0",30.45,",,,0",14.82,",,,0",,
USC00257830,1952-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,39.7,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",6,",0",,,19520924,",,0",19520930,"+,,0",19520930,"+,,0",,,19520913,",,0",19520909,"+,,0",0.6,",0,24,",0,",,0,30,+",0,",,0,30,+",18.3,",,0,13,",33.9,",0,09,+",,,63,0,,,,,,,,,50.5,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,",,,0",0,",,,0",17.98,",0",27.41,",,,0",8.54,",,,0",,
USC00257830,1952-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,",0",1,",0",1,",0",0,",0",0,"1,0",1,",0",0,",0",17,",0",0,",0",17,",0",0,",0",,,19521006,",,0",19521031,"+,1,0",19521014,",,0",,,19521014,",,0",19521024,",,0",-12.2,",0,06,",0,"1,,0,31,+",76,",,0,14,",7.9,",,0,14,",27.8,",0,24,",,,325.9,0,,,,,,,,,262.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,",,,0",76,",,,0",9.85,",0",20.48,",,,0",-0.77,",,,0",,
USC00257830,1952-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,",0",6,",0",3,",0",0,",0",,,2,",0",5,",0",29,",0",7,",0",1,",0",0,",0",,,19521127,",,0",,,19521117,",,0",,,19521117,",,0",19521104,",,0",-23.9,",0,27,",,,305,",,0,17,",18.3,",,0,17,",25,",0,04,",,,884.3,0,,,,,,,,,558.4,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,",,,0",376,",,,0",-0.28,",0",7.71,",,,0",-8.27,",,,0",,
USC00257830,1952-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,",0",3,",0",3,",0",0,",0",,,3,",0",1,",0",31,",0",8,",0",0,",0",0,",0",2,,19521225,",,0",,,19521213,",,0",,,19521222,",,0",19521216,"+,,0",-20,",0,25,",,,64,",,0,13,",7.6,",,0,22,",8.3,",0,16,+",,,1531.8,0,,,,,,,,,647.5,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,",,,0",153,",,,0",-2.55,",0",3.07,",,,0",-8.17,",,,0",,
USC00257830,1953-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,",0",3,",0",0,",0",0,",0",,,1,",0",2,",0",28,",0",1,",0",0,",0",0,",0",,,19530115,",,0",,,19530115,",,0",,,19530119,"+,,0",19530124,",,0",-18.3,",0,15,",,,25,",,0,15,",1.3,",,0,19,+",17.2,",0,24,",,,2030,0,,,,,,,,,498.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,",,,0",46,",,,0",2.26,",0",9.55,",,,0",-5.03,",,,0",,
USC00257830,1953-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",0",3,",0",0,",0",,,3,",0",,,,,,,,,,,1,,,,,,19530219,"+,,0",,,19530209,",,0",,,,,,,38,",,0,19,+",5.1,",,0,09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,",,,0",101,",,,0",,,,,,,,
USC00257830,1953-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,2,"2,0",2,"2,0",0,"2,0",,,0,"2,0",,,,,,,,,,,,,,,,,19530331,"+,2,0",,,19530331,",2,0",,,,,,,0,"2,,0,31,+",10.2,"2,,0,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,"2,,,0",0,"2,,,0",,,,,,,,
USC00257830,1953-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"1,0",10,"2,0",5,"2,0",1,"2,0",,,2,",0",0,"1,0",19,"1,0",0,",0",7,",0",0,",0",,,19530418,"+,1,0",,,19530409,",,0",,,19530407,",2,0",19530427,",,0",-12.2,"1,0,18,+",,,127,",,0,09,",28.4,"2,,0,07,",30,",0,27,",,,,,,,,,,,,,366.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9,",a,,0",165,",,,0",5.84,"1,0",13.68,",,,0",-2.01,"1,,,0",,
USC00257830,1953-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,13.4,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",9,",0",0,",0",16,",0",0,",0",,,19530512,",,0",19530531,"+,,0",19530503,"+,,0",,,19530502,",,0",19530524,",,0",-6.7,",0,12,",0,",,0,31,+",0,",T,0,03,+",3.8,",,0,02,",31.1,",0,24,",,,,,,,,,,,,,201.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,",,,0",0,",T,,0",12.25,",0",19.8,",,,0",4.7,",,,0",,
USC00257830,1953-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,95.4,",0",7,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",10,",0",,,19530603,",,0",19530630,"+,,0",19530630,"+,,0",,,19530602,",,0",19530629,",,0",5.6,",0,03,",0,",,0,30,+",0,",,0,30,+",24.1,",,0,02,",37.8,",0,29,",,,,,,,,,,,,,23.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,",,,0",0,",,,0",20.73,",0",28.95,",,,0",12.51,",,,0",,
USC00257830,1953-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,158.6,",0",9,",0",8,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",14,",0",,,19530706,",,0",19530731,"+,,0",19530702,",,0",,,19530729,",,0",19530701,",,0",11.1,",0,06,",0,",,0,31,+",0,",T,0,02,",30.5,",,0,29,",37.2,",0,01,",,,0.8,0,,,,,,,,,0.8,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,",,,0",0,",T,,0",23.42,",0",31.02,",,,0",15.83,",,,0",,
USC00257830,1953-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,98.2,",0",7,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",7,",0",,,19530812,",,0",19530831,"+,,0",19530831,"+,,0",,,19530815,",,0",19530813,",,0",8.9,",0,12,",0,",,0,31,+",0,",,0,31,+",19.1,",,0,15,",35.6,",0,13,",,,2,0,,,,,,,,,1.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,",,,0",0,",,,0",21.46,",0",29.17,",,,0",13.75,",,,0",,
USC00257830,1953-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,35.7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",30,",0",3,",0",,,19530925,"+,,0",19530930,"+,,0",19530930,"+,,0",,,19530904,",,0",19530901,",,0",-0.6,",0,25,+",0,",,0,30,+",0,",,0,30,+",1.5,",,0,04,",33.3,",0,01,",,,42.6,0,,,,,,,,,40.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,",,,0",0,",,,0",18.17,",0",28.45,",,,0",7.89,",,,0",,
USC00257830,1953-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,1.7,",0",3,",0",2,",0",1,",0",0,",0",0,",0",0,",0",7,",0",0,",0",18,",0",0,",0",,,19531004,",,0",19531031,"+,,0",19531031,"+,,0",,,19531021,",,0",19531002,"+,,0",-4.4,",0,04,",0,",,0,31,+",0,",,0,31,+",33,",,0,21,",30.6,",0,02,+",,,246.1,0,,,,,,,,,203.5,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,",,,0",0,",,,0",11.82,",0",21.12,",,,0",2.53,",,,0",,
USC00257830,1953-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,",0",5,",0",5,",0",0,",0",,,5,",0",0,",0",27,",0",2,",0",4,",0",0,",0",,,19531121,",,0",,,19531119,",,0",,,19531119,",,0",19531115,"+,,0",-15.6,",0,21,",,,178,",,0,19,",7.6,",,0,19,",23.9,",0,15,+",,,661,0,,,,,,,,,414.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,",,,0",433,",,,0",4.5,",0",12.17,",,,0",-3.17,",,,0",,
USC00257830,1953-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,",0",4,",0",1,",0",0,",0",,,2,",0",1,",0",31,",0",3,",0",0,",0",0,",0",,,19531209,",,0",,,19531208,",,0",,,19531208,",,0",19531220,",,0",-21.7,",0,09,",,,160,",,0,08,",5.6,",,0,08,",13.9,",0,20,",,,1268,0,,,,,,,,,607,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,",,,0",209,",,,0",-1.25,",0",5.7,",,,0",-8.19,",,,0",,
USC00257830,1954-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,",0",0,",0",0,",0",0,",0",,,0,",0",2,",0",31,",0",8,",0",0,",0",0,",0",,,19540120,",,0",,,19540109,",,0",,,19540112,"+,,0",19540131,"+,,0",-20.6,",0,20,",,,8,",,0,09,",0,",T,0,12,+",20,",0,31,+",,,1865.2,0,,,,,,,,,597.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,0",8,",,,0",-0.93,",0",7.11,",,,0",-8.97,",,,0",,
USC00257830,1954-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,",0",1,",0",0,",0",0,",0",0,"1,0",0,",0",0,",0",25,",0",0,",0",5,",0",0,",0",,,19540211,",,0",19540228,"+,1,0",19540219,",,0",,,19540219,",,0",19540208,",,0",-12.2,",0,11,",0,"1,,0,28,+",13,",,0,19,",0.5,",,0,19,",24.4,",0,08,",,,2228,0,,,,,,,,,362.8,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,",,,0",13,",,,0",5.38,",0",14.88,",,,0",-4.13,",,,0",,
USC00257830,1954-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,",0",8,",0",6,",0",0,",0",,,3,",0",2,",0",30,",0",5,",0",3,",0",0,",0",,,19540331,",,0",,,19540312,",,0",,,19540312,",,0",19540306,",,0",-20.6,",0,31,",,,84,",,0,12,",9.4,",,0,12,",22.8,",0,06,",,,2791.1,0,,,,,,,,,563.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,",,,0",224,",,,0",0.17,",0",8.1,",,,0",-7.76,",,,0",,
USC00257830,1954-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,",0",5,",0",2,",0",0,",0",,,1,",0",0,",0",11,",0",0,",0",15,",0",0,",0",,,19540416,",,0",,,19540430,",,0",,,19540419,",,0",19540423,",,0",-7.8,",0,16,",,,25,",,0,30,",5.1,",,0,19,",28.3,",0,23,",,,3018.3,0,,,,,,,,,227.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,",,,0",25,",,,0",10.76,",0",20.03,",,,0",1.48,",,,0",,
USC00257830,1954-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",9.5,0,9.5,"3,0",6,",0",5,",0",0,",0",0,"3,0",2,",0",0,"2,0",4,"2,0",1,"3,0",11,"3,0",0,"3,0",,,19540503,"+,2,0",19540531,"+,3,0",19540502,",,0",,,19540517,",,0",19540522,"+,3,0",-4.4,"2,0,03,+",0,"3,,0,31,+",76,",,0,02,",17.8,",,0,17,",31.1,"3,0,22,+",,,3194.9,0,,,,,,,,,176.6,"3,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6,",,,0",127,",,,0",12.28,"3,0",19.19,"3,,,0",5.37,"2,,,0",,
USC00257830,1954-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",95.9,0,86.4,"3,0",5,",0",3,",0",0,",0",0,",0",0,",0",0,"3,0",1,"3,0",0,"3,0",25,"3,0",7,"3,0",,,19540603,",3,0",19540630,"+,,0",19540606,",,0",,,19540614,",,0",19540623,",3,0",0,"3,0,03,",0,",,0,30,+",0,",T,0,06,",12.7,",,0,14,",38.9,"3,0,23,",,,3227.2,0,,,,,,,,,32.3,"3,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,",,,0",0,",T,,0",20.33,"3,0",28.86,"3,,,0",11.81,"3,,,0",,
USC00257830,1954-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",0",5,",0",1,",0",0,",0",0,",0",,,,,,,,,,,,,,,19540731,"+,,0",19540731,"+,,0",,,19540718,",,0",,,,,0,",,0,31,+",0,",,0,31,+",29.2,",,0,18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8,",,,0",0,",,,0",,,,,,,,
USC00257830,1954-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,131.5,",0",7,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",13,",0",,,19540809,"+,,0",19540831,"+,,0",19540831,"+,,0",,,19540816,",,0",19540803,",,0",9.4,",0,09,+",0,",,0,31,+",0,",,0,31,+",49.5,",,0,16,",37.8,",0,03,",,,,,,,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,",,,0",0,",,,0",22.58,",0",30.97,",,,0",14.18,",,,0",,
USC00257830,1954-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,39.5,",0",6,",0",3,",0",1,",0",0,",0",0,",0",0,",0",1,",0",0,",0",27,",0",0,",0",,,19540921,",,0",19540930,"+,,0",19540930,"+,,0",,,19540903,",,0",19540911,"+,,0",0,",0,21,",0,",,0,30,+",0,",,0,30,+",31.8,",,0,03,",31.7,",0,11,+",,,,,,,,,,,,,42.7,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,",,,0",0,",,,0",18.22,",0",26.89,",,,0",9.56,",,,0",,
USC00257830,1954-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,1.9,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",11,",0",0,",0",11,",0",0,",0",,,19541031,",,0",19541031,"+,,0",19541014,",,0",,,19541011,",,0",19541002,",,0",-7.2,",0,31,",0,",,0,31,+",0,",T,0,14,",8.1,",,0,11,",31.1,",0,02,",,,,,,,,,,,,,271,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,",,,0",0,",T,,0",9.65,",0",18.04,",,,0",1.27,",,,0",,
USC00257830,1954-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"2,0",2,",0",1,",0",0,",0",1,"1,0",1,",0",0,",0",26,",0",2,"2,0",5,"2,0",0,"2,0",,,19541129,",,0",19541130,",1,0",19541130,",,0",,,19541130,",,0",19541106,",2,0",-13.9,",0,29,",76,"1,,0,30,",71,",,0,30,",5.3,",,0,30,",23.9,"2,0,06,",,,,,,,,,,,,,372,"2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,",,,0",91,",,,0",5.23,"2,0",14.19,"2,,,0",-3.73,",,,0",,
USC00257830,1954-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,",0",2,",0",1,",0",0,",0",2,"5,0",1,",0",3,",0",29,",0",2,",0",0,",0",0,",0",,,19541228,",,0",19541227,",5,0",19541226,",,0",,,19541226,",,0",19541222,"+,,0",-21.7,",0,28,",51,"5,,0,27,",38,",,0,26,",3.3,",,0,26,",17.2,",0,22,+",,,,,,,,,,,,,557.7,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,",,,0",51,",,,0",0.34,",0",8.35,",,,0",-7.67,",,,0",,
USC00257830,1955-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,",0",3,",0",2,",0",0,",0",,,2,",0",4,",0",31,",0",12,",0",0,",0",0,",0",,,19550119,",,0",,,19550117,",,0",,,19550117,",,0",19550130,"+,,0",-22.8,",0,19,",,,76,",,0,17,",4.6,",,0,17,",12.8,",0,30,+",,,,,,,,,,,,,711.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,",,,0",160,",,,0",-4.61,",0",2.51,",,,0",-11.72,",,,0",,
USC00257830,1955-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"2,0",5,",0",4,",0",0,",0",,,4,",0",3,"2,0",26,"2,0",9,"2,0",0,"2,0",0,"2,0",,,19550224,",2,0",,,19550203,",,0",,,19550219,"+,,0",19550216,",2,0",-21.7,"2,0,24,",,,127,",,0,03,",6.9,",,0,19,+",13.9,"2,0,16,",,,,,,,,,,,,,591.9,"2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,",,,0",326,",,,0",-4.43,"2,0",2.8,"2,,,0",-11.67,"2,,,0",,
USC00257830,1955-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,2.8,",0",3,",0",2,",0",1,",0",0,"2,0",1,",0",0,",0",15,",0",0,",0",14,",0",0,",0",,,19550407,",,0",19550430,"+,2,0",19550412,",,0",,,19550412,",,0",19550426,",,0",-8.9,",0,07,",0,"2,,0,30,+",152,",,0,12,",38.4,",,0,12,",29.4,",0,26,",,,,,,,,,,,,,254.3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,",,,0",152,",,,0",9.95,",0",19.03,",,,0",0.87,",,,0",,
USC00257830,1955-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,7,",0",5,",0",2,",0",0,",0",0,",0",,,,,0,"3,0",18,"3,0",0,"3,0",,,,,19550531,"+,,0",19550522,",,0",,,19550526,",,0",19550513,"+,3,0",,,0,",,0,31,+",0,",T,0,22,",64.8,",,0,26,",29.4,"3,0,13,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.2,",,,0",0,",T,,0",,,23.01,"3,,,0",,,,
USC00257830,1955-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,,,,,,,0,",0",0,",0",,,,,,,,,,,,,,,19550630,"+,,0",19550630,"+,,0",,,,,,,,,0,",,0,30,+",0,",,0,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,,,,,,
USC00257830,1955-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,175.8,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",19,",0",,,19550701,",,0",19550731,"+,,0",19550731,"+,,0",,,19550712,",,0",19550731,",,0",11.1,",0,01,",0,",,0,31,+",0,",,0,31,+",10.2,",,0,12,",37.2,",0,31,",,,0,0,,,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,",,,0",0,",,,0",24,",0",32.7,",,,0",15.31,",,,0",,
USC00257830,1955-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,165,",0",10,",0",8,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",16,",0",,,19550830,",,0",19550831,"+,,0",19550831,"+,,0",,,19550805,",,0",19550803,"+,,0",7.8,",0,30,",0,",,0,31,+",0,",,0,31,+",24.1,",,0,05,",36.1,",0,03,+",,,1.1,0,,,,,,,,,1.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2,",,,0",0,",,,0",23.62,",0",31.76,",,,0",15.48,",,,0",,
USC00257830,1955-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,44.4,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",23,",0",10,",0",,,19550925,",,0",19550930,"+,,0",19550930,"+,,0",,,19550925,",,0",19550901,",,0",0,",0,25,",0,",,0,30,+",0,",,0,30,+",19.1,",,0,25,",35,",0,01,",,,81.3,0,,,,,,,,,80.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,",,,0",0,",,,0",17.14,",0",25.96,",,,0",8.32,",,,0",,
USC00257830,1955-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0.3,"1,0",1,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",11,"1,0",0,",0",18,",0",0,",0",,,19551028,",1,0",19551031,"+,,0",19551023,",,0",,,19551023,",,0",19551009,",,0",-5,"1,0,28,",0,",,0,31,+",0,",T,0,23,",9.7,",,0,23,",29.4,",0,09,",,,284.4,0,,,,,,,,,203.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,",,,0",0,",T,,0",11.55,"1,0",21.14,",,,0",1.97,"1,,,0",,
USC00257830,1955-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,3,",0",3,",0",0,",0",2,",0",1,",0",,,,,,,,,,,,,,,19551112,"+,,0",19551111,",,0",,,19551111,",,0",,,,,25,",,0,12,+",64,",,0,11,",10.2,",,0,11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,",,,0",64,",,,0",,,,,,,,
