"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00415410","1928-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","5",",0","0",",0","","","19280101",",,0","19280131","+,,0","19280131","+,,0","","","19280117",",,0","19280114",",,0","-15.0",",0,01,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,17,","27.8",",0,14,","","","1117.0","0","","","","","387.1",",0","","","","","","","","","","","","","","","","","","","","","7.9",",,,0","0",",,,0","5.85",",0","14.61",",,,0","-2.92",",,,0","",""
"USC00415410","1928-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","2",",0","2",",0","0",",0","17",",0","0",",0","5",",0","0",",0","","","19280217",",,0","19280217",",,0","19280216",",,0","","","19280216",",,0","19280228",",,0","-11.7",",0,17,","152",",,0,17,","122",",,0,16,","13.5",",,0,16,","24.4",",0,28,","","","1461.6","0","","","","","344.6",",0","","","","","","","","","","","","","","","","","","","","","30.1",",,,0","147",",,,0","6.45",",0","14.10",",,,0","-1.20",",,,0","",""
"USC00415410","1928-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","6.1","0","6.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","21",",0","0",",0","","","19280317",",,0","19280331","+,,0","19280331","+,,0","","","19280315","+,,0","19280327",",,0","-7.2",",0,17,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,15,+","30.6",",0,27,","","","1642.3","0","","","","","180.7",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","12.70",",0","22.25",",,,0","3.15",",,,0","",""
"USC00415410","1928-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","27.8","0","21.7",",0","2",",0","1",",0","0",",0","1",",0","1",",0","0",",0","7",",0","0",",0","22",",0","4",",0","","","19280415",",,0","19280408",",,0","19280408",",,0","","","19280408",",,0","19280429",",,0","-3.9",",0,15,","25",",,0,08,","25",",,0,08,","2.5",",,0,08,","35.6",",0,29,","","","1775.1","0","","","","","132.8",",0","","","","","","","","","","","","","","","","","","","","","3.8",",,,0","38",",,,0","14.63",",0","24.65",",,,0","4.61",",,,0","",""
"USC00415410","1928-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","111.5","0","83.7",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","","","19280505",",,0","19280531","+,,0","19280531","+,,0","4","","19280513",",,0","19280508",",,0","3.9",",0,05,","0",",,0,31,+","0",",,0,31,+","41.9",",,0,13,","36.1",",0,08,","","","1802.3","0","","","","","27.2",",0","","","","","","","","","","","","","","","","","","","","","78.2",",,,0","0",",,,0","20.16",",0","27.83",",,,0","12.48",",,,0","",""
"USC00415410","1928-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","340.1","0","228.6",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","21",",0","","","19280605",",,0","19280630","+,,0","19280610",",,0","4","","19280610",",,0","19280628",",,0","7.2",",0,05,","0",",,0,30,+","0",",T,0,10,","11.4",",,0,10,","42.2",",0,28,","","","1807.6","0","","","","","5.3",",0","","","","","","","","","","","","","","","","","","","","","26.9",",,,0","0",",T,,0","25.78",",0","34.40",",,,0","17.15",",,,0","",""
"USC00415410","1928-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","581.5","0","241.4",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19280727",",,0","19280731","+,,0","19280731","+,,0","2","","19280722",",,0","19280702",",,0","16.7",",0,27,","0",",,0,31,+","0",",,0,31,+","86.9",",,0,22,","39.4",",0,02,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","172.3",",,,0","0",",,,0","26.12",",0","33.04",",,,0","19.21",",,,0","",""
"USC00415410","1928-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","747.5","0","166.0",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19280824",",,0","19280831","+,,0","19280831","+,,0","","","19280817",",,0","19280801",",,0","11.1",",0,24,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,17,","32.8",",0,01,","","","2.8","0","","","","","2.8",",0","","","","","","","","","","","","","","","","","","","","","102.6",",,,0","0",",,,0","23.60",",0","29.28",",,,0","17.91",",,,0","",""
"USC00415410","1928-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","836.3","0","88.8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","19280924",",,0","19280930","+,,0","19280930","+,,0","","","19280922",",,0","19280912",",,0","6.7",",0,24,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,22,","35.6",",0,12,","","","15.8","0","","","","","13.0",",0","","","","","","","","","","","","","","","","","","","","","2.1",",,,0","0",",,,0","20.86",",0","28.27",",,,0","13.45",",,,0","",""
"USC00415410","1928-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","895.0","0","58.7",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","19281023",",,0","19281031","+,,0","19281031","+,,0","","","19281029",",,0","19281008",",,0","1.1",",0,23,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,29,","34.4",",0,08,","","","100.4","0","","","","","84.6",",0","","","","","","","","","","","","","","","","","","","","","53.4",",,,0","0",",,,0","17.50",",0","25.00",",,,0","9.99",",,,0","",""
"USC00415410","1928-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","895.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","3",",0","0",",0","","","19281119",",,0","19281130","+,,0","19281126",",,0","","","19281116",",,0","19281111",",,0","-5.0",",0,19,","0",",,0,30,+","0",",T,0,26,","11.7",",,0,16,","25.0",",0,11,","","","396.4","0","","","","","296.0",",0","","","","","","","","","","","","","","","","","","","","","18.8",",,,0","0",",T,,0","8.47",",0","15.10",",,,0","1.84",",,,0","",""
"USC00415410","1928-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","895.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","2",",0","0",",0","","","19281220",",,0","19281231","+,,0","19281216",",,0","","","19281206",",,0","19281228",",,0","-11.1",",0,20,","0",",,0,31,+","0",",T,0,16,","3.0",",,0,06,","27.2",",0,28,","","","792.6","0","","","","","396.2",",0","","","","","","","","","","","","","","","","","","","","","7.1",",,,0","0",",T,,0","5.55",",0","13.46",",,,0","-2.36",",,,0","",""
"USC00415410","1929-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","2",",0","0",",0","","","19290125",",,0","19290131","+,,0","19290131","+,,0","","","19290109",",,0","19290130","+,,0","-13.9",",0,25,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,09,","21.1",",0,30,+","","","1212.9","0","","","","","420.3",",0","","","","","","","","","","","","","","","","","","","","","11.0",",,,0","0",",,,0","4.77",",0","13.02",",,,0","-3.47",",,,0","",""
"USC00415410","1929-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0","1,0","1",",0","0",",0","26",",0","4",",0","3",",0","0",",0","","","19290210",",,0","19290228","+,1,0","19290208",",,0","","","19290208",",,0","19290224","+,,0","-17.2",",0,10,","0","1,,0,28,+","76",",,0,08,","7.6",",,0,08,","21.7",",0,24,+","","","1665.6","0","","","","","452.7",",0","","","","","","","","","","","","","","","","","","","","","8.7",",,,0","81",",,,0","2.16",",0","10.08",",,,0","-5.75",",,,0","",""
"USC00415410","1929-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","3.3","0","3.3",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","13",",0","0",",0","","","19290301",",,0","19290331","+,,0","19290331","+,,0","","","19290327",",,0","19290324",",,0","-6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","43.7",",,0,27,","31.1",",0,24,","","","1890.5","0","","","","","224.9",",0","","","","","","","","","","","","","","","","","","","","","51.7",",,,0","0",",,,0","11.19",",0","20.00",",,,0","2.37",",,,0","",""
"USC00415410","1929-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","28.2","0","24.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","19290401",",,0","19290430","+,,0","19290430","+,,0","","","19290405",",,0","19290423",",,0","1.1",",0,01,","0",",,0,30,+","0",",,0,30,+","3.8",",,0,05,","30.0",",0,23,","","","1953.7","0","","","","","63.2",",0","","","","","","","","","","","","","","","","","","","","","3.8",",,,0","0",",,,0","17.06",",0","25.69",",,,0","8.43",",,,0","",""
"USC00415410","1929-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","88.5","0","60.3",",0","10",",0","4",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","5",",0","","","19290502",",,0","19290531","+,,0","19290531","+,,0","1","","19290512",",,0","19290526",",,0","0.0",",0,02,","0",",,0,31,+","0",",,0,31,+","84.3",",,0,12,","33.9",",0,26,","","","1984.7","0","","","","","31.0",",0","","","","","","","","","","","","","","","","","","","","","175.4",",,,0","0",",,,0","19.28",",0","26.25",",,,0","12.30",",,,0","",""
"USC00415410","1929-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","305.3","0","216.8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","19290613",",,0","19290630","+,,0","19290630","+,,0","3","","19290601",",,0","19290627",",,0","11.7",",0,13,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,01,","39.4",",0,27,","","","1984.7","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","22.9",",,,0","0",",,,0","25.56",",0","34.04",",,,0","17.08",",,,0","",""
"USC00415410","1929-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","551.5","0","246.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","19290703",",,0","19290731","+,,0","19290731","+,,0","","","19290721",",,0","19290717",",,0","12.2",",0,03,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,21,","38.3",",0,17,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","5.2",",,,0","0",",,,0","26.28",",0","33.92",",,,0","18.63",",,,0","",""
"USC00415410","1929-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","813.9","0","262.4",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19290830",",,0","19290831","+,,0","19290831","+,,0","1","","19290812",",,0","19290817","+,,0","15.6",",0,30,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,12,","37.8",",0,17,+","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","42.7",",,,0","0",",,,0","26.80",",0","35.02",",,,0","18.58",",,,0","",""
"USC00415410","1929-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","925.7","0","111.8",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","","","19290912","+,,0","19290930","+,,0","19290930","+,,0","2","","19290907",",,0","19290904",",,0","10.0",",0,12,+","0",",,0,30,+","0",",,0,30,+","12.7",",,0,07,","36.1",",0,04,","","","12.4","0","","","","","12.4",",0","","","","","","","","","","","","","","","","","","","","","34.5",",,,0","0",",,,0","21.64",",0","29.04",",,,0","14.25",",,,0","",""
"USC00415410","1929-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","965.7","0","40.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","2",",0","","","19291024",",,0","19291031","+,,0","19291030",",,0","1","","19291012",",,0","19291003",",,0","-3.3",",0,24,","0",",,0,31,+","0",",T,0,30,","33.8",",,0,12,","34.4",",0,03,","","","104.5","0","","","","","92.1",",0","","","","","","","","","","","","","","","","","","","","","90.5",",,,0","0",",T,,0","16.65",",0","23.45",",,,0","9.86",",,,0","",""
"USC00415410","1929-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","965.7","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","3",",0","0",",0","","","19291122",",,0","19291130","+,,0","19291122",",,0","","","19291108",",,0","19291111","+,,0","-7.8",",0,22,","0",",,0,30,+","10",",,0,22,","16.8",",,0,08,","22.2",",0,11,+","","","479.8","0","","","","","375.3",",0","","","","","","","","","","","","","","","","","","","","","25.5",",,,0","10",",,,0","5.82",",0","12.25",",,,0","-0.60",",,,0","",""
"USC00415410","1929-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","965.7","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","11",",0","0",",0","","","19291219",",,0","19291221","+,,0","19291220",",,0","","","19291220",",,0","19291209",",,0","-13.3",",0,19,","0",",T,0,21,+","13",",,0,20,","1.3",",,0,20,","24.4",",0,09,","","","848.6","0","","","","","368.8",",0","","","","","","","","","","","","","","","","","","","","","1.8",",,,0","18",",,,0","6.44",",0","15.54",",,,0","-2.67",",,,0","",""
"USC00415410","1930-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","1",",0","1",",0","3",",0","28",",0","8",",0","0",",0","0",",0","","","19300110",",,0","19300109",",,0","19300109",",,0","","","19300109",",,0","19300106",",,0","-23.3",",0,10,","127",",,0,09,","127",",,0,09,","12.7",",,0,09,","20.0",",0,06,","","","1440.1","0","","","","","591.5",",0","","","","","","","","","","","","","","","","","","","","","15.5",",,,0","132",",,,0","-0.75",",0","6.37",",,,0","-7.87",",,,0","",""
"USC00415410","1930-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","12",",0","0",",0","","","19300210",",,0","19300228","+,,0","19300228","+,,0","","","19300227",",,0","19300223",",,0","-6.7",",0,10,","0",",,0,28,+","0",",,0,28,+","0.8",",,0,27,","26.7",",0,23,","","","1663.5","0","","","","","223.4",",0","","","","","","","","","","","","","","","","","","","","","0.8",",,,0","0",",,,0","10.35",",0","20.16",",,,0","0.55",",,,0","",""
"USC00415410","1930-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","2",",0","1",",0","0",",0","16",",0","0",",0","17",",0","0",",0","","","19300303",",,0","19300327",",,0","19300327",",,0","","","19300327",",,0","19300311",",,0","-8.3",",0,03,","76",",,0,27,","102",",,0,27,","10.2",",,0,27,","26.1",",0,11,","","","1932.9","0","","","","","269.4",",0","","","","","","","","","","","","","","","","","","","","","11.5",",,,0","110",",,,0","9.64",",0","19.08",",,,0","0.20",",,,0","",""
"USC00415410","1930-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","37.1","0","37.1",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","19300417","+,,0","19300430","+,,0","19300430","+,,0","1","","19300425",",,0","19300407",",,0","2.8",",0,17,+","0",",,0,30,+","0",",,0,30,+","14.5",",,0,25,","33.9",",0,07,","","","1956.2","0","","","","","23.3",",0","","","","","","","","","","","","","","","","","","","","","26.4",",,,0","0",",,,0","18.79",",0","27.89",",,,0","9.69",",,,0","",""
"USC00415410","1930-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","96.1","0","59.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","19300511",",,0","19300531","+,,0","19300531","+,,0","2","","19300502",",,0","19300521",",,0","2.8",",0,11,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,02,","34.4",",0,21,","","","1969.3","0","","","","","13.1",",0","","","","","","","","","","","","","","","","","","","","","43.6",",,,0","0",",,,0","19.81",",0","27.77",",,,0","11.86",",,,0","",""
"USC00415410","1930-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","293.9","0","197.8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","19300608",",,0","19300630","+,,0","19300630","+,,0","3","","19300608",",,0","19300625",",,0","13.3",",0,08,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,08,","41.1",",0,25,","","","1969.3","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","43.2",",,,0","0",",,,0","24.93",",0","32.14",",,,0","17.71",",,,0","",""
"USC00415410","1930-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","559.8","0","265.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","19300717","+,,0","19300731","+,,0","19300731","+,,0","","","19300715",",,0","19300729","+,,0","15.0",",0,17,+","0",",,0,31,+","0",",,0,31,+","3.0",",,0,15,","37.8",",0,29,+","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","3.0",",,,0","0",",,,0","26.91",",0","35.02",",,,0","18.80",",,,0","",""
"USC00415410","1930-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","829.4","0","269.6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","19300830","+,,0","19300831","+,,0","19300831","+,,0","1","","19300824",",,0","19300821","+,,0","14.4",",0,30,+","0",",,0,31,+","0",",,0,31,+","21.3",",,0,24,","39.4",",0,21,+","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","34.0",",,,0","0",",,,0","27.03",",0","35.16",",,,0","18.89",",,,0","",""
"USC00415410","1930-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1017.8","0","188.4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","24",",0","","","19300926",",,0","19300930","+,,0","19300930","+,,0","","","19300906",",,0","19300919",",,0","7.2",",0,26,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,06,","40.6",",0,19,","","","6.1","0","","","","","6.1",",0","","","","","","","","","","","","","","","","","","","","","2.9",",,,0","0",",,,0","24.41",",0","32.94",",,,0","15.87",",,,0","",""
"USC00415410","1930-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1041.9","0","24.1",",0","16",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","1",",0","","","19301029",",,0","19301031","+,,0","19301031","+,,0","","","19301012",",,0","19301009",",,0","0.6",",0,29,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,12,","32.2",",0,09,","","","110.3","0","","","","","104.2",",0","","","","","","","","","","","","","","","","","","","","","99.5",",,,0","0",",,,0","15.75",",0","21.15",",,,0","10.35",",,,0","",""
"USC00415410","1930-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1041.9","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","6",",0","0",",0","","","19301121",",,0","19301130","+,,0","19301120",",,0","","","19301111",",,0","19301104",",,0","-3.9",",0,21,","0",",,0,30,+","0",",T,0,20,","13.2",",,0,11,","25.0",",0,04,","","","368.5","0","","","","","258.2",",0","","","","","","","","","","","","","","","","","","","","","23.9",",,,0","0",",T,,0","9.73",",0","16.24",",,,0","3.21",",,,0","",""
"USC00415410","1930-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1041.9","0","0.0",",0","5",",0","2",",0","1",",0","1",",0","1",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","19301222",",,0","19301221",",,0","19301221",",,0","","","19301204",",,0","19301201",",,0","-11.1",",0,22,","51",",,0,21,","64",",,0,21,","25.9",",,0,04,","16.7",",0,01,","","","823.2","0","","","","","454.7",",0","","","","","","","","","","","","","","","","","","","","","36.6",",,,0","74",",,,0","3.67",",0","10.16",",,,0","-2.83",",,,0","",""
"USC00415410","1931-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","19310119",",,0","19310131","+,,0","19310104",",,0","","","19310127",",,0","19310130",",,0","-7.8",",0,19,","0",",,0,31,+","13",",,0,04,","3.8",",,0,27,","20.0",",0,30,","","","1221.7","0","","","","","398.5",",0","","","","","","","","","","","","","","","","","","","","","8.2",",,,0","13",",,,0","5.48",",0","12.41",",,,0","-1.45",",,,0","",""
"USC00415410","1931-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","2",",0","0",",0","","","19310214",",,0","19310228","+,,0","19310213",",,0","1","","19310202",",,0","19310205",",,0","-3.3",",0,14,","0",",,0,28,+","0",",T,0,13,","10.4",",,0,02,","21.7",",0,05,","","","1501.2","0","","","","","279.5",",0","","","","","","","","","","","","","","","","","","","","","50.2",",,,0","0",",T,,0","8.35",",0","14.62",",,,0","2.08",",,,0","",""
"USC00415410","1931-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","5",",0","2",",0","1",",0","1",",0","1",",0","0",",0","16",",0","0",",0","8",",0","0",",0","","","19310327",",,0","19310301",",,0","19310301",",,0","","","19310301",",,0","19310322",",,0","-11.1",",0,27,","178",",,0,01,","178",",,0,01,","27.9",",,0,01,","28.9",",0,22,","","","1816.7","0","","","","","315.5",",0","","","","","","","","","","","","","","","","","","","","","34.1",",,,0","191",",,,0","8.16",",0","16.59",",,,0","-0.28",",,,0","",""
"USC00415410","1931-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","19310410","+,,0","19310430","+,,0","19310404",",,0","","","19310429",",,0","19310402",",,0","-1.7",",0,10,+","0",",,0,30,+","3",",,0,04,","13.0",",,0,29,","28.9",",0,02,","","","1954.9","0","","","","","138.2",",0","","","","","","","","","","","","","","","","","","","","","46.5",",,,0","3",",,,0","13.73",",0","21.69",",,,0","5.76",",,,0","",""
"USC00415410","1931-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","62.0","0","62.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","10",",0","","","19310512","+,,0","19310531","+,,0","19310531","+,,0","","","19310502",",,0","19310525",",,0","3.9",",0,12,+","0",",,0,31,+","0",",,0,31,+","11.7",",,0,02,","36.7",",0,25,","","","2007.2","0","","","","","52.3",",0","","","","","","","","","","","","","","","","","","","","","33.5",",,,0","0",",,,0","18.65",",0","26.77",",,,0","10.52",",,,0","",""
"USC00415410","1931-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","293.5","0","231.5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","","","19310601",",,0","19310630","+,,0","19310630","+,,0","2","","19310630",",,0","19310613",",,0","11.7",",0,01,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,30,","40.6",",0,13,","","","2007.2","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","24.1",",,,0","0",",,,0","26.05",",0","35.02",",,,0","17.08",",,,0","",""
"USC00415410","1931-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","545.2","0","251.7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","19310706",",,0","19310731","+,,0","19310731","+,,0","","","19310702",",,0","19310724",",,0","13.3",",0,06,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,02,","37.8",",0,24,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","55.2",",,,0","0",",,,0","26.45",",0","34.28",",,,0","18.63",",,,0","",""
"USC00415410","1931-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","750.8","0","205.6",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19310816",",,0","19310831","+,,0","19310831","+,,0","1","","19310810",",,0","19310827",",,0","12.8",",0,16,","0",",,0,31,+","0",",,0,31,+","39.9",",,0,10,","37.8",",0,27,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","62.1",",,,0","0",",,,0","24.96",",0","32.57",",,,0","17.36",",,,0","",""
"USC00415410","1931-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","959.2","0","208.4",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","","","19310926",",,0","19310930","+,,0","19310930","+,,0","","","19310928",",,0","19310906","+,,0","11.7",",0,26,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,28,","36.1",",0,06,+","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","18.3",",,,0","0",",,,0","25.28",",0","33.42",",,,0","17.14",",,,0","",""
